timestamp,wind_speed,wind_direction,temperature,pressure,relative_humidity,rain,no2,pm1,pm25,pm10,o3
2023-12-01 00:12:53,0.6,106,3.8,996,100,0,54,23,29,33,16
2023-12-01 00:23:03,0,128,3.8,996,100,0,45,24,30,35,16
2023-12-01 00:43:21,0.5,63,3.6,996,100,0,43,25,32,36,16
2023-12-01 00:53:26,0.2,126,3.5,996,100,0,22,25,32,36,16
2023-12-01 01:03:35,0,34,3.3,996,100,0,34,26,32,37,16
2023-12-01 01:13:39,0,110,3.2,996,100,0,52,26,32,37,16
2023-12-01 01:23:44,0.1,74,3.2,996,100,0,34,26,33,38,16
2023-12-01 01:33:58,0.2,22,3.2,996,100,0,50,28,34,39,16
2023-12-01 01:44:02,0,211,3.2,997,100,0,44,27,33,38,16
2023-12-01 01:54:07,0.1,80,3.2,997,100,0,34,28,35,40,16
2023-12-01 02:04:11,0.2,120,3.1,997,100,0,43,27,34,38,16
2023-12-01 02:14:16,0.5,60,3.1,997,100,0,47,26,33,37,16
2023-12-01 02:24:22,0.4,58,3.2,997,100,0,41,28,34,39,16
2023-12-01 02:34:27,0,74,3.3,997,100,0,44,29,37,42,16
2023-12-01 02:44:32,0.2,56,3.4,997,100,0,38,29,37,41,16
2023-12-01 02:54:37,0.1,117,3.6,997,100,0,43,29,36,41,16
2023-12-01 03:04:45,0.5,101,3.5,997,100,0,42,28,34,39,16
2023-12-01 03:14:54,0.6,117,3.5,997,99.9,0,46,28,35,40,16
2023-12-01 03:24:59,0.6,66,3.5,997,99.2,0,44,28,35,39,16
2023-12-01 03:35:03,0.2,120,3.5,997,99,0,40,26,33,37,16
2023-12-01 03:45:08,0.4,113,3.5,997,98.7,0,25,27,33,38,16
2023-12-01 03:55:13,1.1,65,3.5,997,98.3,0,35,28,35,40,16
2023-12-01 04:05:18,0.5,159,3.4,997,98.7,0,34,27,33,38,16
2023-12-01 04:15:45,0.7,59,3.4,997,98,0,34,27,34,38,16
2023-12-01 04:25:50,0.6,104,3.5,997,97.9,0,36,28,35,40,16
2023-12-01 04:35:55,0.4,96,3.4,997,97.7,0,43,26,33,38,16
2023-12-01 04:46:00,0.9,99,3.4,997,96.7,0,38,28,34,39,16
2023-12-01 04:56:04,1,110,3.5,997,96.1,0,39,29,37,42,16
2023-12-01 05:06:09,0.6,91,3.4,998,96,0,36,29,36,41,16
2023-12-01 05:16:14,0.6,97,3.4,998,96.1,0,32,30,38,43,16
2023-12-01 05:26:19,0.4,106,3.4,998,95.6,0,43,29,37,42,16
2023-12-01 05:36:24,1.4,94,3.2,998,94.5,0,34,29,36,41,16
2023-12-01 05:46:29,0.3,158,3.2,998,94.6,0,38,29,36,41,16
2023-12-01 05:56:33,1,102,3.3,998,95,0,29,29,36,41,16
2023-12-01 06:06:37,0.8,119,3.2,998,95.3,0,53,32,40,46,16
2023-12-01 06:16:42,0.6,106,3.3,998,95.8,0,37,30,37,42,16
2023-12-01 06:26:47,0.8,158,3.3,998,95,0,40,30,37,42,16
2023-12-01 06:36:53,0.3,170,3.3,998,95.6,0,48,31,39,44,16
2023-12-01 06:46:57,0.2,111,3.3,998,95.4,0,47,30,38,43,16
2023-12-01 06:57:01,0.8,119,3.3,998,94.3,0,52,27,34,38,16
2023-12-01 07:07:06,0.4,115,3.2,998,93.9,0,47,28,35,40,16
2023-12-01 07:17:07,0.3,152,3.1,998,93.1,0,28,29,36,42,16
2023-12-01 07:27:07,0.8,66,3.1,998,92.8,0,45,31,38,44,16
2023-12-01 07:37:08,0.8,175,3,998,93.9,0,35,28,35,39,16
2023-12-01 07:47:09,0.3,103,3.1,999,94,0,47,26,33,38,16
2023-12-01 07:57:10,0.7,115,3.1,999,93.1,0,44,27,34,39,16
2023-12-01 08:17:24,0.9,112,2.9,999,93.9,0,42,28,35,41,16
2023-12-01 08:27:29,0.4,171,3,999,94.1,0,56,26,33,38,16
2023-12-01 08:37:38,0.2,72,3,999,94,0,40,28,35,41,16
2023-12-01 08:47:43,0.4,128,3,999,93.9,0,37,26,33,38,16
