timestamp,temperature,pressure,relative_humidity,no2,pm1,pm25,pm10,o3
2024-01-01 00:26:25,8.3,995,92,52,1,2,2,18
2024-01-01 00:36:38,8.4,995,92.6,48,1,2,2,18
2024-01-01 00:46:53,8.4,995,94.1,48,1,2,2,18
2024-01-01 00:57:07,8.4,995,93.5,47,1,2,2,18
2024-01-01 01:17:35,8.4,995,93.3,53,1,2,2,18
2024-01-01 01:27:50,8.4,996,92.8,61,1,2,2,18
2024-01-01 01:38:04,8.4,996,92.9,51,1,2,2,18
2024-01-01 01:48:17,8.3,996,93.9,51,1,2,2,18
2024-01-01 01:58:31,8.3,996,94,56,2,3,3,18
2024-01-01 02:08:45,8.4,996,92.5,47,1,2,2,18
2024-01-01 02:19:00,8.6,996,91.5,54,1,2,2,18
2024-01-01 02:29:14,8.6,996,90.6,43,1,2,2,18
2024-01-01 02:39:28,8.6,996,90.3,53,1,2,3,18
2024-01-01 02:49:41,8.5,996,91,60,1,2,2,18
2024-01-01 02:59:55,8.4,996,91.6,47,1,2,2,18
2024-01-01 03:10:10,8.4,996,91.3,63,0,1,1,18
2024-01-01 03:20:25,8.5,996,91.1,45,0,1,1,18
2024-01-01 03:30:39,8.5,996,90.9,50,0,1,1,18
2024-01-01 03:40:52,8.6,996,90.1,45,1,2,2,18
2024-01-01 03:51:07,8.5,996,90.8,67,1,2,2,18
2024-01-01 04:01:21,8.2,996,91.8,55,0,1,1,18
2024-01-01 04:11:35,8.3,997,91.6,59,1,2,2,18
2024-01-01 04:21:50,8.2,997,92.6,45,1,2,2,18
2024-01-01 04:42:26,8.1,997,92.7,54,0,1,1,18
2024-01-01 04:52:41,8.3,997,92.4,49,0,1,1,18
2024-01-01 05:13:17,8.3,997,92.1,48,0,1,1,18
2024-01-01 05:23:31,8.4,997,91.8,59,0,1,1,18
2024-01-01 05:44:08,8.3,997,92.7,53,0,1,1,18
2024-01-01 05:54:22,8.2,997,93.3,54,0,1,1,18
2024-01-01 06:04:37,8,997,94.9,59,0,1,1,18
2024-01-01 06:14:51,7.9,998,95.7,53,0,1,1,18
2024-01-01 06:25:05,7.9,998,96.2,56,0,1,1,18
2024-01-01 06:35:20,7.8,998,97.3,55,0,1,1,18
2024-01-01 06:45:34,8,998,97,54,0,0,0,18
2024-01-01 06:55:49,8.2,998,96,44,0,1,1,18
2024-01-01 07:06:03,8.2,999,96.1,46,0,1,1,18
2024-01-01 07:16:17,8.1,999,96.3,56,0,1,1,18
2024-01-01 07:26:31,8.1,999,96.7,53,0,1,1,18
2024-01-01 07:36:46,8.1,999,97.4,46,0,1,1,18
2024-01-01 07:47:01,8,999,97.5,52,0,1,1,18
2024-01-01 07:57:14,8.1,999,97.6,42,0,0,0,18
2024-01-01 08:07:28,8.3,999,97.6,51,0,0,0,18
2024-01-01 08:17:42,8.3,1000,96.7,50,0,1,1,18
2024-01-01 08:27:58,8.4,1000,96.3,51,0,0,0,18
2024-01-01 08:38:11,8.5,1000,96,59,0,1,1,18
2024-01-01 08:48:25,8.5,1000,95.6,43,0,1,1,18
2024-01-01 08:58:41,8.7,1000,94.7,50,0,1,1,18
2024-01-01 09:08:53,8.9,1000,94,45,0,0,0,18
2024-01-01 09:19:08,9,1000,93.5,44,0,0,0,18
2024-01-01 09:29:22,9.3,1001,92,37,0,1,1,18
2024-01-01 09:39:37,9.5,1001,91,46,0,1,1,18
2024-01-01 10:00:12,9.5,1001,90.2,44,2,3,3,18
2024-01-01 10:10:26,9.8,1001,89.7,30,2,3,3,18
2024-01-01 10:31:02,10.4,1001,87.5,27,2,3,3,18
2024-01-01 11:01:52,10.9,1001,83.6,52,2,3,3,18
2024-01-01 11:12:04,11.2,1001,82.9,33,2,3,3,18
2024-01-01 11:22:19,10.8,1001,83.7,44,2,3,4,18
2024-01-01 11:32:33,10.5,1002,83.8,35,2,3,3,18
