timestamp,temperature,pressure,relative_humidity,no2,pm1,pm25,pm10,o3
2024-01-01 00:03:39,9,996,82.1,17,1,2,2,20
2024-01-01 00:13:52,8.9,996,83.5,17,2,3,3,52
2024-01-01 00:34:28,8.5,996,86,17,1,2,2,73
2024-01-01 00:44:42,8.5,996,86.7,17,1,2,2,93
2024-01-01 01:05:19,8.5,996,87.1,17,1,2,2,100
2024-01-01 01:15:33,8.5,996,87.4,21,1,2,3,113
2024-01-01 01:25:47,8.4,996,87.6,17,1,2,2,106
2024-01-01 01:36:01,8.4,996,87.5,17,1,2,2,101
2024-01-01 01:46:15,8.3,996,87.7,21,2,3,3,113
2024-01-01 01:56:29,8.3,996,87.6,17,1,2,2,112
2024-01-01 02:06:43,8.2,996,87.1,17,0,1,1,106
2024-01-01 02:16:58,8.3,996,87.2,17,0,1,1,108
2024-01-01 02:27:11,8.3,996,87.3,17,1,2,2,107
2024-01-01 02:37:25,8.3,996,86.9,17,0,1,1,102
2024-01-01 02:47:40,8.3,997,87.1,18,1,2,2,104
2024-01-01 02:57:54,8.2,997,87.2,18,0,1,1,95
2024-01-01 03:08:08,8.2,997,87.4,17,0,1,1,99
2024-01-01 03:18:22,8.2,997,86.9,17,0,1,1,98
2024-01-01 03:28:36,8.3,997,86.8,18,2,3,3,100
2024-01-01 03:38:50,8.2,997,86.8,17,0,1,1,99
2024-01-01 03:49:04,8.2,997,87.1,17,0,1,1,100
2024-01-01 03:59:19,8.2,997,87.4,17,0,1,1,94
2024-01-01 04:09:33,8.1,997,87.6,17,0,1,1,90
2024-01-01 04:19:47,8,997,87.7,17,0,1,1,87
2024-01-01 04:30:00,8,997,87.9,17,0,1,1,90
2024-01-01 04:40:14,8,997,87.9,17,0,1,1,90
2024-01-01 04:50:28,8,997,87.6,17,0,1,1,90
2024-01-01 05:00:40,8.1,997,87.7,17,0,1,1,92
2024-01-01 05:10:54,8,997,87.6,17,0,1,1,91
2024-01-01 05:21:08,8.1,997,87.5,18,0,1,1,92
2024-01-01 05:31:23,8.1,998,87.5,17,0,1,1,88
2024-01-01 05:51:59,8.2,998,88,17,0,1,1,81
2024-01-01 06:02:13,8.1,998,88.5,17,0,1,1,83
2024-01-01 06:22:49,7.9,998,89.8,17,0,1,1,79
2024-01-01 06:33:04,8,998,90.5,17,0,1,1,86
2024-01-01 06:43:22,7.9,998,90.8,18,0,1,1,87
2024-01-01 06:53:36,7.9,999,90.6,17,0,1,1,87
2024-01-01 07:03:51,8,999,90.4,17,0,1,1,94
2024-01-01 07:14:05,8,999,90.7,17,0,1,1,86
2024-01-01 07:24:19,8,999,90.9,17,0,1,1,85
2024-01-01 07:34:34,8.1,1000,91,17,0,1,1,96
2024-01-01 07:44:48,8,1000,91.3,17,0,1,1,84
2024-01-01 07:55:02,7.9,1000,91.3,17,0,1,1,83
2024-01-01 08:05:17,8,1000,91.2,17,0,0,0,95
2024-01-01 08:15:31,8,1000,91.5,17,0,1,1,88
2024-01-01 08:25:45,8.1,1000,91.2,17,0,1,1,86
2024-01-01 08:35:58,8.2,1000,90.6,17,0,1,1,92
2024-01-01 08:46:12,8.3,1001,90.4,17,0,1,1,84
2024-01-01 08:56:26,8.3,1001,90,17,0,0,0,80
2024-01-01 09:06:40,8.5,1001,89.2,17,0,1,1,87
2024-01-01 09:16:54,8.6,1001,88.9,17,0,0,0,80
2024-01-01 09:27:09,8.7,1001,88.4,17,0,0,0,82
2024-01-01 09:37:23,8.8,1001,87.8,17,0,1,1,78
2024-01-01 09:47:37,8.9,1001,87.7,17,0,1,1,69
2024-01-01 09:57:51,8.9,1002,87.4,17,1,2,2,71
2024-01-01 10:08:06,9.2,1002,87.1,17,1,3,3,70
2024-01-01 10:18:20,9.5,1002,86.3,17,2,3,3,73
2024-01-01 10:28:34,9.7,1002,86,17,2,3,3,64
2024-01-01 10:38:47,10.1,1002,84.8,20,2,3,3,68
2024-01-01 10:49:01,10.4,1002,83.4,17,2,3,3,56
2024-01-01 10:59:15,10.6,1002,82.5,17,2,3,3,47
2024-01-01 11:09:29,10.7,1002,81.8,17,2,3,3,37
2024-01-01 11:19:41,10.6,1002,81.5,16,2,3,3,26
2024-01-01 11:29:54,10.5,1002,81.1,17,2,3,3,25
2024-01-01 11:40:08,10.5,1002,80.7,17,2,3,3,30
2024-01-01 11:50:22,10.4,1002,80.4,17,2,3,3,25
2024-01-01 12:10:57,10.2,1002,81.2,17,1,2,2,23
2024-01-01 12:21:11,10.4,1002,81.1,17,1,3,3,29
2024-01-01 12:41:47,10.4,1002,81,17,1,2,2,18
2024-01-01 12:52:00,10.5,1002,80.8,19,1,2,2,20
2024-01-01 13:12:35,10.6,1002,80,17,1,2,2,18
2024-01-01 13:22:49,10.6,1002,79.8,17,1,2,2,18
2024-01-01 13:33:03,10.5,1002,80.1,17,2,3,3,18
2024-01-01 13:43:16,10.4,1003,80.1,17,1,2,2,18
2024-01-01 13:53:29,10.5,1003,80.3,17,1,2,2,18
2024-01-01 14:03:43,10.4,1003,80.6,17,2,3,3,18
2024-01-01 14:13:57,10.3,1003,80.5,17,1,2,2,18
2024-01-01 14:24:10,10.3,1003,80.7,17,1,2,2,18
2024-01-01 14:34:23,10.2,1003,81,17,1,2,2,18
2024-01-01 14:44:37,10.1,1003,81,17,1,2,2,18
2024-01-01 14:54:49,10,1003,80.9,19,1,2,2,18
2024-01-01 15:05:04,9.9,1003,81.2,17,1,2,2,18
2024-01-01 15:15:18,9.7,1003,81.4,17,1,2,2,18
2024-01-01 15:25:31,9.8,1003,81.2,17,1,3,3,18
2024-01-01 15:35:45,9.8,1003,81.4,17,2,3,3,18
2024-01-01 15:45:59,9.7,1003,81.1,17,0,1,1,18
2024-01-01 15:56:13,9.8,1003,80.3,17,0,1,1,18
2024-01-01 16:06:26,9.8,1003,77.4,17,0,0,0,18
2024-01-01 16:16:40,9.8,1003,76.4,17,0,0,0,18
2024-01-01 16:26:53,9.8,1003,77.2,17,0,0,0,18
2024-01-01 16:37:07,9.7,1003,78.9,17,0,1,1,18
2024-01-01 16:47:21,9.5,1003,80.4,19,0,1,1,18
2024-01-01 16:57:34,9.4,1004,82.1,17,0,1,1,18
2024-01-01 17:07:48,9.3,1003,84.1,17,1,2,2,18
2024-01-01 17:18:01,9.1,1003,85.5,17,1,2,2,18
2024-01-01 17:28:14,9.1,1003,86.6,17,2,3,3,28
2024-01-01 17:38:29,9.1,1003,87.6,17,2,3,3,36
2024-01-01 17:48:43,9,1003,88.2,17,2,3,3,36
2024-01-01 17:58:55,9,1003,88.3,17,4,6,7,43
2024-01-01 18:09:08,9.1,1003,88.4,17,3,4,4,50
2024-01-01 18:29:44,9,1002,88.4,17,2,3,3,43
2024-01-01 18:39:58,9,1002,88.3,17,2,3,4,47
2024-01-01 19:00:34,9,1002,88.4,17,3,5,5,47
2024-01-01 19:10:47,9,1002,88,17,4,5,5,48
2024-01-01 19:31:24,9.1,1001,87.3,17,3,5,5,49
2024-01-01 19:41:37,9.1,1001,87.7,17,3,5,5,47
2024-01-01 19:51:51,9,1001,88,17,3,4,4,44
2024-01-01 20:02:06,9.2,1001,87.9,17,2,3,3,49
2024-01-01 20:12:20,9.3,1000,87.8,17,1,2,2,52
2024-01-01 20:32:54,9.5,1000,87.4,17,1,2,2,52
2024-01-01 20:43:08,9.7,1000,86.9,17,0,1,1,50
2024-01-01 20:53:29,9.7,1000,86.9,17,0,1,1,43
2024-01-01 21:03:43,9.8,1000,86.5,17,1,2,2,44
2024-01-01 21:13:57,10,999,86.1,18,0,1,1,47
2024-01-01 21:24:10,9.9,999,86.4,19,1,2,2,36
2024-01-01 21:34:24,10,999,86.3,17,0,1,1,37
2024-01-01 21:44:38,10.1,999,86.3,17,0,1,1,41
2024-01-01 21:54:50,10,999,87.5,17,0,1,1,39
2024-01-01 22:05:04,10,998,88.1,17,0,1,1,37
2024-01-01 22:15:17,10,998,88.6,17,0,1,1,45
2024-01-01 22:25:31,9.9,998,89.6,17,0,1,1,41
2024-01-01 22:35:45,9.8,997,90,17,0,1,1,46
2024-01-01 22:45:57,9.8,997,90.4,16,0,1,1,49
2024-01-01 22:56:11,9.7,997,91.4,17,0,1,1,49
2024-01-01 23:06:25,9.7,996,91.9,17,0,1,1,53
2024-01-01 23:16:39,9.7,996,92.2,17,0,1,1,57
2024-01-01 23:26:53,9.6,996,92.9,17,0,0,0,58
2024-01-01 23:37:07,9.5,995,93.1,17,0,0,0,61
2024-01-01 23:47:21,9.6,995,93.3,17,0,0,0,61
2024-01-01 23:57:34,9.6,995,93.9,17,0,0,0,60
2024-01-02 00:07:48,9.5,994,94.1,17,0,0,0,61
2024-01-02 00:18:01,9.5,994,94.1,17,0,0,0,66
2024-01-02 00:28:16,9.6,993,94.6,20,0,0,0,74
2024-01-02 00:38:30,9.5,993,95.1,17,0,0,0,70
2024-01-02 00:48:44,9.6,993,95.3,17,0,0,0,72
2024-01-02 00:58:55,9.7,992,95.4,17,0,0,0,73
2024-01-02 01:09:09,9.7,992,95.7,17,0,0,0,72
2024-01-02 01:19:23,9.8,992,95.9,17,0,0,0,79
2024-01-02 01:29:37,10,991,96.1,17,0,0,0,81
2024-01-02 01:39:50,10,991,96.4,17,0,0,0,80
2024-01-02 01:50:04,10.1,991,96.4,17,0,0,0,83
2024-01-02 02:00:16,10.3,991,96.6,17,0,0,0,86
2024-01-02 02:20:51,10.5,990,97.3,17,0,0,0,87
2024-01-02 02:31:06,10.7,990,97.5,17,0,0,0,96
2024-01-02 02:51:40,10.8,990,98,18,0,0,0,91
2024-01-02 03:01:53,11,989,98,17,0,0,0,100
2024-01-02 03:12:07,11,989,98.5,17,0,0,0,95
2024-01-02 03:22:20,11.2,989,98.5,17,0,0,0,100
2024-01-02 03:32:33,11.4,989,98.6,17,0,0,0,105
2024-01-02 03:42:47,11.5,989,99.2,17,0,0,0,105
2024-01-02 03:53:00,11.6,989,99.2,17,0,0,0,98
2024-01-02 04:03:14,11.8,989,99.1,17,0,0,0,107
2024-01-02 04:13:27,11.9,989,99.6,17,0,0,0,102
2024-01-02 04:23:40,11.9,989,99.5,17,0,0,0,97
2024-01-02 04:33:53,12.1,989,99.4,17,0,0,0,102
2024-01-02 04:44:05,12.1,989,99.8,17,0,0,0,98
2024-01-02 04:54:18,12.1,989,99.7,17,0,0,0,95
2024-01-02 05:04:33,12.2,990,99.7,17,0,0,0,104
2024-01-02 05:14:45,12.2,990,99.9,17,0,0,0,102
2024-01-02 05:24:58,12.2,990,99.9,17,0,0,0,93
2024-01-02 05:35:11,12.3,990,99.8,16,0,0,0,95
2024-01-02 05:45:22,12.4,990,99.9,16,0,0,0,87
2024-01-02 05:55:35,12.3,990,99.9,17,0,0,0,88
2024-01-02 06:05:49,12.4,990,99.9,17,0,0,0,91
2024-01-02 06:16:01,12.5,990,99.9,17,0,0,0,90
2024-01-02 06:26:14,12.5,990,99.9,17,0,0,0,87
2024-01-02 06:36:28,12.5,990,99.9,17,0,0,0,89
2024-01-02 06:46:42,12.6,990,100,17,0,0,0,87
2024-01-02 06:56:56,12.5,990,100,17,0,0,0,84
2024-01-02 07:07:08,12.6,991,100,17,0,0,0,86
2024-01-02 07:17:21,12.7,990,100,17,13,16,18,85
2024-01-02 07:27:35,12.6,990,100,17,0,0,0,82
2024-01-02 07:37:49,12.7,990,100,17,0,0,0,84
2024-01-02 07:48:01,12.8,990,100,17,0,0,0,82
2024-01-02 07:58:15,12.7,990,99.9,17,0,0,0,75
2024-01-02 08:08:28,12.8,990,99.8,16,0,0,0,77
2024-01-02 08:18:41,12.8,991,99.9,17,0,0,0,72
2024-01-02 08:28:54,12.8,991,99.9,17,0,0,0,75
2024-01-02 08:39:05,12.8,990,99.9,17,0,0,0,70
2024-01-02 08:49:18,12.9,990,100,17,1,2,2,77
2024-01-02 09:09:52,12.9,990,99.8,16,0,0,0,66
2024-01-02 09:20:03,12.9,990,99.6,17,0,0,0,68
2024-01-02 09:40:36,12.9,990,98.7,17,0,0,0,59
2024-01-02 09:50:49,12.8,990,98.7,17,0,0,0,55
2024-01-02 10:11:23,12.4,989,98.9,17,0,0,0,46
2024-01-02 10:21:36,12.4,989,98.8,17,0,0,0,47
2024-01-02 10:42:10,12.2,989,99.1,20,0,0,0,43
2024-01-02 10:52:23,12.3,988,99,16,0,0,0,45
2024-01-02 11:02:36,12.2,988,99.4,17,0,0,0,41
