timestamp,wind_speed,wind_direction,temperature,pressure,relative_humidity,rain,no2,pm1,pm25,pm10,o3
2023-08-01 00:10:47,0.1,234,18.2,998,100,0,15,0,1,1,23
2023-08-01 00:25:50,0.3,234,18.1,998,99.9,0,15,0,1,1,20
2023-08-01 00:40:55,0.5,234,18,999,99.9,0,16,0,1,1,20
2023-08-01 00:56:01,0.1,198,17.8,999,99.9,0,15,1,2,2,21
2023-08-01 01:11:04,0.6,270,17.7,998,99.8,0,17,1,2,2,26
2023-08-01 01:26:09,0.2,234,17.6,999,99.9,0,16,2,3,3,25
2023-08-01 01:41:13,0.3,216,17.6,998,99.5,0,15,3,4,4,22
2023-08-01 01:56:19,0.4,234,17.6,998,98.9,0,15,2,3,3,20
2023-08-01 02:11:23,0.4,216,17.5,999,98.5,0,17,3,4,4,28
2023-08-01 02:26:28,0.2,270,17.5,999,98.1,0,17,3,4,4,23
2023-08-01 02:41:33,0.2,252,17.5,999,98.2,0,15,3,5,5,20
2023-08-01 02:56:38,0.2,198,17.5,999,97.9,0,15,4,6,6,22
2023-08-01 03:11:43,0.4,180,17.4,999,97.8,0,15,4,6,6,25
2023-08-01 03:26:48,0.1,144,17.5,999,98,0,15,3,5,5,20
2023-08-01 03:41:52,0.1,216,17.5,999,97.9,0,16,3,5,5,21
2023-08-01 03:56:57,0,180,17.5,999,98.1,0,15,3,5,5,22
2023-08-01 04:12:02,0.5,234,17.5,999,98,0,17,4,6,6,23
2023-08-01 04:27:06,0.4,234,17.3,999,97.6,0,16,5,6,7,26
2023-08-01 04:42:11,0.1,180,17.4,999,97.7,0,15,4,6,6,24
2023-08-01 04:57:17,0.3,252,17.4,999,97.4,0,15,4,6,6,23
2023-08-01 05:12:21,0.4,216,17.7,999,96.9,0,17,4,6,6,25
2023-08-01 05:27:30,0.8,180,17.9,999,96.3,0,17,4,6,6,30
2023-08-01 05:42:43,0.4,180,18.3,999,95.5,0,16,4,6,6,26
2023-08-01 05:57:51,0.5,252,19,999,94.4,0,15,4,6,7,26
2023-08-01 06:13:01,0.5,252,19.3,999,92.4,0,16,4,6,6,29
2023-08-01 06:28:09,0.3,252,19.7,999,91.3,0,17,4,6,6,28
2023-08-01 06:43:17,0.6,162,20,999,89.1,0,17,4,6,6,33
2023-08-01 06:58:38,0.7,252,20.1,1000,88,0,16,3,4,4,28
2023-08-01 07:06:11,0.6,162,21,1000,85.7,0,17,4,6,6,40
2023-08-01 07:21:24,0.7,216,21.1,1000,84.1,0,16,4,6,6,27
2023-08-01 07:36:28,0.5,234,20.9,1000,83.2,0,15,4,6,6,32
2023-08-01 07:51:37,0.6,162,21.2,1000,82.6,0,15,4,6,6,28
2023-08-01 08:06:49,0.4,162,21.3,1000,81.5,0,16,3,4,4,26
2023-08-01 08:21:58,0.5,234,22,1000,78.7,0,16,3,4,4,29
2023-08-01 08:37:11,0.3,180,22.3,1000,77.9,0,15,3,4,4,34
2023-08-01 08:52:22,0.6,234,22.8,1000,76.6,0,15,2,3,3,26
2023-08-01 09:07:34,0.6,144,22.4,1000,78.7,0,17,3,4,4,29
2023-08-01 09:22:42,0.4,234,23,1000,75.8,0,15,3,4,4,32
2023-08-01 09:37:51,0.5,270,24.3,1000,69.8,0,16,2,3,3,31
2023-08-01 09:52:58,0.4,216,24,1001,69.9,0,15,2,3,3,26
2023-08-01 10:08:07,0.4,162,24.3,1001,67.9,0,15,1,2,2,28
2023-08-01 10:23:19,0.4,216,25,1001,67.2,0,16,1,2,2,32
2023-08-01 10:38:27,0.6,180,26.1,1001,64.9,0,15,1,2,2,27
2023-08-01 10:53:34,0.2,162,26.5,1001,64.5,0,16,1,2,2,31
2023-08-01 11:08:42,0.8,225,27,1001,60.1,0,15,1,2,2,32
2023-08-01 11:23:50,1.3,162,27.8,1001,58.5,0,17,1,2,2,33
2023-08-01 11:38:54,0.7,252,27.5,1001,55,0,16,2,3,3,32
2023-08-01 11:53:57,0.6,216,26.8,1001,55.9,0,16,1,2,2,32
2023-08-01 12:09:01,0.9,198,28.7,1001,54.2,0,15,0,1,1,38
2023-08-01 12:24:04,0.4,252,28.9,1001,52.6,0,16,0,1,1,33
2023-08-01 12:39:07,1.1,270,27.7,1001,52.6,0,15,0,1,1,27
2023-08-01 12:54:12,0.5,180,25.5,1002,55.2,0,17,0,1,1,34
2023-08-01 13:09:15,0.5,216,24.4,1002,58.8,0,17,0,1,1,30
2023-08-01 13:24:24,0.7,234,26,1002,55.6,0,17,0,1,1,36
2023-08-01 13:39:28,0.6,216,28.7,1002,50.3,0,15,1,2,2,30
2023-08-01 13:54:32,0.8,234,29.5,1002,46.9,0,16,1,2,2,34
2023-08-01 14:09:34,1,144,29.2,1002,46.4,0,17,1,2,2,37
2023-08-01 14:24:39,0.3,198,26,1002,50.2,0,17,0,1,1,33
2023-08-01 14:39:44,0.7,216,24.4,1002,54,0,17,1,2,2,39
2023-08-01 14:54:47,0.7,144,24.4,1002,55.3,0,17,2,3,3,41
2023-08-01 15:09:52,0.2,234,23.7,1002,57.3,0,17,1,2,2,34
2023-08-01 15:24:59,0.7,216,22.6,1002,61.7,0,17,1,2,2,37
2023-08-01 15:40:17,0.2,234,21,1002,69.6,0,17,1,2,2,31
2023-08-01 15:55:26,0.6,252,20.5,1002,72.1,0,16,2,3,3,26
2023-08-01 16:10:40,0.3,198,21,1002,72.6,0.3,17,1,2,2,27
2023-08-01 16:25:56,0.2,180,22.2,1002,72.2,0.1,15,1,2,2,37
2023-08-01 16:41:11,0.2,216,22.9,1002,68.6,0,17,0,1,1,33
2023-08-01 16:56:26,0.6,198,23,1002,66,0,17,1,2,2,35
2023-08-01 17:11:40,0.4,234,22.9,1002,64.2,0,16,1,2,2,34
2023-08-01 17:26:55,0.6,216,22.9,1002,63.9,0,17,1,2,2,33
2023-08-01 17:42:09,0.5,162,22.6,1002,63.8,0,17,2,3,3,32
2023-08-01 17:57:23,0.4,126,22.6,1002,63.7,0,17,1,2,2,37
2023-08-01 18:12:37,0.3,216,22.6,1002,62.9,0,17,1,2,2,31
2023-08-01 18:27:51,0.2,216,22.8,1002,62.2,0,16,1,2,2,31
2023-08-01 18:43:06,0.3,270,22.3,1002,62.8,0,17,0,1,1,27
2023-08-01 18:58:21,0.2,180,21.9,1002,64.1,0,17,0,1,1,30
2023-08-01 19:13:37,0.5,162,21.4,1002,65,0,17,1,2,2,27
2023-08-01 19:28:51,0.3,162,21.2,1002,66.2,0,16,1,2,2,28
2023-08-01 19:44:06,0.3,198,21,1002,67.7,0,17,1,2,2,28
2023-08-01 19:59:21,0.7,144,20.7,1002,69.1,0,17,1,2,2,31
2023-08-01 20:14:36,0.5,144,20.4,1002,70.6,0,16,0,1,1,30
2023-08-01 20:29:49,0.9,126,19.8,1002,72,0,17,0,1,1,34
2023-08-01 20:45:05,0.3,126,19.2,1002,73.8,0,15,0,1,1,28
2023-08-01 21:00:20,0.6,162,18.8,1002,75.9,0,17,0,0,0,33
2023-08-01 21:15:37,0.5,162,18.6,1002,77.2,0,17,0,0,0,31
2023-08-01 21:30:52,0.7,126,18.4,1002,78.2,0,17,0,1,1,31
2023-08-01 21:46:07,0,90,18.6,1002,79.2,0,17,0,1,1,28
2023-08-01 22:01:23,0.3,162,18.6,1002,79.5,0,16,0,1,1,25
2023-08-01 22:16:39,0.6,144,18.3,1001,80.4,0,17,1,2,2,27
2023-08-01 22:31:55,0.3,162,18.1,1001,81.5,0,17,1,2,2,25
2023-08-01 22:47:10,0.3,126,18.1,1001,81.9,0,15,1,2,2,26
2023-08-01 23:02:26,0.2,126,18.2,1001,82.1,0,17,1,2,2,28
2023-08-01 23:17:42,0.2,144,18.4,1000,82.1,0,17,1,2,2,27
2023-08-01 23:32:58,0.2,180,18.6,1000,82,0,17,2,3,3,27
2023-08-01 23:48:14,0.5,126,18.7,1000,81.7,0,16,2,3,3,27
2023-08-02 00:03:29,0,126,18.7,1000,81.5,0,17,1,2,2,31
2023-08-02 00:18:45,0.5,180,18.7,1000,81.3,0,17,1,2,2,32
2023-08-02 00:34:01,0.4,108,18.7,999,81.6,0,16,1,2,2,27
2023-08-02 00:49:16,0.3,108,18.7,999,82.4,0,17,2,3,3,30
2023-08-02 01:04:31,0.3,180,18.6,999,83.3,0,16,0,1,1,32
2023-08-02 01:19:47,0.5,126,18.6,998,84.1,0,17,1,2,2,31
2023-08-02 01:35:03,0.5,90,18.6,998,85.1,0,16,2,3,3,25
2023-08-02 01:50:18,0.6,90,18.5,998,86.2,0.2,16,2,3,3,26
2023-08-02 02:05:34,0.1,126,18.4,997,87.7,0.5,16,2,3,3,19
2023-08-02 02:20:50,0.9,90,18.2,997,88.8,0.4,16,2,3,3,24
2023-08-02 02:36:06,0.1,126,18.2,997,89.5,0.2,17,2,3,3,24
2023-08-02 02:51:21,0.4,144,18.2,996,89.9,0.4,15,2,3,3,24
2023-08-02 03:06:36,0.7,90,18.1,996,90.7,0.8,16,2,3,3,22
2023-08-02 03:21:52,0.8,90,18,996,91.5,0.8,16,2,3,3,22
2023-08-02 03:37:03,0.7,90,17.9,995,92.3,0,17,3,4,4,22
2023-08-02 03:52:12,0.6,144,17.8,994,92.9,0,16,2,3,3,22
2023-08-02 04:07:21,0.3,180,17.8,994,93.2,0,16,2,3,3,26
2023-08-02 04:22:31,0.5,108,17.8,994,93.5,0,15,2,3,3,23
2023-08-02 04:37:37,1.3,90,17.8,993,93.8,0,16,1,2,2,26
2023-08-02 04:52:46,0.8,90,17.8,993,94.3,0,17,1,2,2,22
2023-08-02 05:07:52,0.9,108,17.8,993,94.5,0,17,0,1,1,27
2023-08-02 05:22:58,0.4,162,17.9,992,95,0,16,0,1,1,26
2023-08-02 05:38:03,0.2,126,18,992,95.3,0,17,0,0,0,37
2023-08-02 05:53:08,0.7,90,18.1,991,95.5,0,17,0,0,0,29
2023-08-02 06:08:18,0.4,108,18.4,991,95.8,0,17,0,0,0,26
2023-08-02 06:23:27,0.6,108,18.6,991,96.1,0,16,0,0,0,28
2023-08-02 06:38:37,0.6,180,19,991,95.9,0,15,0,0,0,26
2023-08-02 06:53:45,0.6,198,19.5,991,95.8,0,15,0,0,0,24
2023-08-02 07:08:52,0.8,108,19.8,991,95.7,0,15,0,1,1,27
2023-08-02 07:23:56,1,108,20.7,991,95.3,0,15,0,0,0,26
2023-08-02 07:39:01,0.4,162,21.2,991,94,0,17,0,0,0,26
2023-08-02 07:54:06,0.3,108,21.7,990,93,0,15,0,0,0,23
2023-08-02 08:09:11,0.9,90,21.8,990,92.8,0,15,0,0,0,23
2023-08-02 08:15:29,0.7,108,22.3,990,92,0,16,0,0,0,31
2023-08-02 08:30:33,0.3,126,22.8,990,90.3,0,16,0,0,0,24
2023-08-02 08:45:37,0.4,144,23.5,990,88.4,0,15,0,0,0,23
2023-08-02 09:00:42,0.5,162,24.7,990,84.9,0,15,0,0,0,25
2023-08-02 09:15:46,0.5,144,25.6,989,82.8,0,15,0,0,0,26
2023-08-02 09:30:52,0.4,108,24.4,989,84.5,0,16,0,0,0,20
2023-08-02 09:46:01,0.8,108,22.1,989,91.1,0,15,0,0,0,18
2023-08-02 10:01:09,0.9,162,22,989,94,0,15,0,0,0,20
2023-08-02 10:16:14,0.6,180,22.9,989,93.7,0,16,0,0,0,23
2023-08-02 10:31:18,1,270,24.1,989,87.9,0,15,0,1,1,22
2023-08-02 10:46:21,0.4,198,24,989,85.3,0,16,0,1,1,21
2023-08-02 11:01:30,0.7,216,24.3,989,81.7,0,15,0,1,1,29
2023-08-02 11:16:38,0.5,144,25,990,77.8,0,16,0,1,1,29
2023-08-02 11:31:45,1,144,25.1,989,76.6,0,15,0,1,1,29
2023-08-02 11:46:53,1.9,108,26.2,989,70.8,0,17,0,1,1,38
2023-08-02 12:02:01,1,180,27.4,989,66.9,0,15,0,0,0,37
2023-08-02 12:17:08,1.4,180,27.3,989,63.8,0,16,0,1,1,32
2023-08-02 12:32:16,0.8,180,27.1,989,63.2,0,17,0,0,0,39
2023-08-02 12:47:24,1,198,27.6,990,61.6,0,17,0,0,0,38
2023-08-02 13:02:31,1.3,252,28,990,58.4,0,17,0,0,0,37
2023-08-02 13:17:39,0.7,216,29.2,990,55.2,0,17,0,0,0,40
2023-08-02 13:32:41,1,171,28.9,990,54.3,0,17,0,0,0,47
2023-08-02 13:47:46,1.2,99,29.8,990,51.2,0,17,0,0,0,45
2023-08-02 14:02:53,1.6,126,30,990,49.2,0,30,0,0,0,47
2023-08-02 14:18:00,1.3,180,29.6,990,50.5,0,21,0,0,0,44
2023-08-02 14:33:07,0.4,234,29.9,990,50.4,0,15,0,0,0,32
2023-08-02 14:48:15,0.5,252,29.1,990,51.7,0,17,0,0,0,37
2023-08-02 15:03:23,0.4,270,28.2,990,54.2,0,17,0,0,0,29
2023-08-02 15:18:29,0.5,252,28,990,56.7,0,15,0,0,0,31
2023-08-02 15:33:33,0.9,270,26.4,990,58.3,0,17,0,0,0,36
2023-08-02 15:48:37,0.4,198,23.5,990,69,0,17,0,0,0,34
2023-08-02 16:03:43,0.4,162,22.8,990,74.6,0,17,0,0,0,39
2023-08-02 16:18:48,0.6,162,24.7,990,68.2,0,17,0,0,0,34
