timestamp,temperature,pressure,relative_humidity,no2,pm1,pm25,pm10,o3
2023-07-01 00:06:18,19.3,1005,56.7,15,2,3,3,44
2023-07-01 00:16:27,19.4,1005,56.9,15,2,3,3,41
2023-07-01 00:26:37,19.3,1005,58.3,15,2,3,3,49
2023-07-01 00:36:46,19.2,1005,59.6,15,2,3,3,56
2023-07-01 00:46:53,18.8,1004,62.2,15,2,3,3,68
2023-07-01 00:57:02,18.2,1004,65.1,15,1,2,2,131
2023-07-01 01:07:12,17.8,1004,66.7,16,1,2,2,181
2023-07-01 01:17:22,17.5,1004,70.2,15,1,2,2,207
2023-07-01 01:27:32,17,1004,73.5,15,2,3,3,251
2023-07-01 01:37:42,16.8,1004,74,15,2,3,3,266
2023-07-01 01:47:52,17,1004,74.1,15,1,2,2,258
2023-07-01 01:58:02,16.7,1004,76.5,15,1,2,2,221
2023-07-01 02:08:12,16.4,1003,77.9,15,2,3,3,225
2023-07-01 02:18:22,16.2,1003,79.9,15,2,3,3,238
2023-07-01 02:28:32,15.9,1003,82.1,15,2,3,3,248
2023-07-01 02:48:52,15.7,1003,84.2,14,1,2,2,253
2023-07-01 02:59:02,15.6,1003,84.4,15,2,3,3,255
2023-07-01 03:09:13,15.7,1003,87,15,1,2,2,255
2023-07-01 03:19:23,15.8,1003,87.3,15,1,2,2,240
2023-07-01 03:29:33,15.6,1003,87.1,15,1,2,2,215
2023-07-01 03:39:43,15.6,1002,88.2,16,1,2,2,199
2023-07-01 03:49:54,15.7,1002,88.2,15,1,2,2,191
2023-07-01 04:00:04,15.6,1002,89.3,15,1,2,2,184
2023-07-01 04:10:13,15.7,1002,89.1,15,1,2,2,179
2023-07-01 04:20:23,15.8,1002,89,16,2,3,3,171
2023-07-01 04:30:34,15.7,1002,89.4,15,1,2,2,162
2023-07-01 04:40:42,15.8,1002,89.5,15,1,2,2,152
2023-07-01 04:50:53,15.8,1002,90,16,0,1,1,148
2023-07-01 05:01:03,15.8,1002,90.7,16,0,1,1,142
2023-07-01 05:11:13,16,1002,89.7,16,0,1,1,134
2023-07-01 05:21:24,16.1,1002,89.7,15,0,1,1,120
2023-07-01 05:41:52,16.2,1001,89.5,16,0,0,0,113
2023-07-01 05:52:01,16.4,1002,90,15,0,1,1,111
2023-07-01 06:12:28,16.6,1001,90.6,15,0,1,1,108
2023-07-01 06:22:39,16.7,1001,90.4,16,0,1,1,107
2023-07-01 06:43:07,16.8,1001,91.1,15,0,0,0,106
2023-07-01 06:53:16,16.9,1001,90.7,16,0,0,0,104
2023-07-01 07:03:25,16.9,1001,90.6,15,0,0,0,96
2023-07-01 07:13:35,17.1,1001,90.9,16,0,0,0,87
2023-07-01 07:23:45,17.2,1001,91.3,16,0,0,0,97
2023-07-01 07:33:55,17.2,1001,91.3,16,0,0,0,91
2023-07-01 07:44:05,17.4,1001,91.2,16,0,0,0,87
2023-07-01 07:54:14,17.4,1001,91.3,16,0,0,0,81
2023-07-01 08:04:24,17.6,1001,92.2,15,0,0,0,86
2023-07-01 08:14:34,17.8,1001,91.6,15,0,1,1,83
2023-07-01 08:24:43,18,1001,91.2,16,1,2,2,81
2023-07-01 08:34:52,18.3,1001,91,16,2,3,3,93
2023-07-01 08:45:01,18.5,1001,90.3,16,1,2,2,82
2023-07-01 09:15:28,20.3,1001,85.5,16,0,1,1,64
2023-07-01 09:35:44,21.5,1001,80.6,16,0,1,1,22
2023-07-01 09:45:53,21.5,1001,79.5,17,0,0,0,17
2023-07-01 09:56:02,22.2,1001,77.7,17,0,0,0,18
2023-07-01 10:06:08,24.7,1001,71.5,16,0,1,1,18
2023-07-01 10:16:15,27.4,1001,64.3,16,0,1,1,12
2023-07-01 10:26:23,26.1,1001,65,16,0,1,1,6
2023-07-01 10:46:47,25.6,1001,64.1,16,0,1,1,11
2023-07-01 10:56:54,23.7,1001,69.1,15,0,1,1,9
2023-07-01 11:07:03,22.9,1001,70.6,15,1,2,2,16
2023-07-01 11:17:11,23.1,1001,71.5,15,1,2,2,19
2023-07-01 11:27:20,23.9,1001,69,16,0,1,1,18
2023-07-01 11:37:28,24.4,1001,66.7,15,0,1,1,13
2023-07-01 11:47:36,24.6,1001,66.7,15,0,1,1,14
2023-07-01 11:57:44,27.1,1002,61.8,16,0,1,1,14
2023-07-01 12:07:50,29.6,1002,57.8,15,0,0,0,6
2023-07-01 12:17:57,30.1,1002,55.1,15,0,0,0,0
2023-07-01 12:28:04,26.5,1002,61.5,15,0,1,1,0
2023-07-01 12:38:12,23.6,1002,67.7,15,0,0,0,17
2023-07-01 12:48:20,23.3,1002,67.4,15,0,0,0,101
2023-07-01 12:58:28,23.7,1002,66.2,16,0,0,0,51
2023-07-01 13:08:36,24.1,1002,63.8,15,0,0,0,18
2023-07-01 13:18:44,24.4,1002,61.7,15,0,0,0,14
2023-07-01 13:28:52,23.5,1002,64.1,15,0,0,0,12
2023-07-01 13:39:01,22.2,1002,69.4,15,0,0,0,16
2023-07-01 13:49:09,22.7,1002,68.9,16,0,0,0,62
2023-07-01 13:59:16,25,1002,63.3,15,0,0,0,49
2023-07-01 14:09:24,25,1002,59.9,15,0,0,0,10
2023-07-01 14:19:32,24.3,1002,60,16,0,0,0,8
2023-07-01 14:29:40,23.3,1002,60.7,15,0,0,0,10
2023-07-01 14:39:49,23,1002,62.3,15,0,0,0,14
2023-07-01 14:49:57,23.2,1002,61.4,15,0,0,0,16
2023-07-01 15:00:05,23.3,1002,61.4,16,0,0,0,16
2023-07-01 15:10:12,23.2,1002,62,15,0,0,0,14
2023-07-01 15:20:21,22.9,1002,62.3,15,0,0,0,16
2023-07-01 15:30:29,22.5,1002,62.5,17,0,0,0,16
2023-07-01 15:40:39,22,1002,63.9,15,0,0,0,18
2023-07-01 15:50:47,22.3,1002,64.2,15,0,0,0,19
2023-07-01 16:00:55,22,1002,64.3,15,0,0,0,17
2023-07-01 16:11:04,21.7,1003,65.8,16,0,0,0,18
2023-07-01 16:21:13,21,1003,71.4,15,0,1,1,18
2023-07-01 16:31:21,19.9,1003,73.6,16,0,1,1,58
2023-07-01 16:41:30,19.8,1003,75.9,15,0,0,0,101
2023-07-01 16:51:40,20,1003,75.8,16,0,1,1,130
2023-07-01 17:01:49,20.2,1003,75.3,15,0,1,1,91
2023-07-01 17:11:57,20.6,1003,73.7,15,0,1,1,78
2023-07-01 17:22:06,20.4,1003,73.8,15,0,1,1,19
2023-07-01 17:32:15,20.3,1003,72.9,15,0,1,1,18
