timestamp,temperature,pressure,relative_humidity,no2,pm1,pm25,pm10,o3
2024-02-01 00:09:43,10.2,1022,80.3,41,7,9,10,18
2024-02-01 00:30:15,10.2,1022,81.5,39,7,9,10,18
2024-02-01 00:40:27,10.3,1022,82.4,32,7,9,10,18
2024-02-01 07:33:24,9.2,1026,79.9,40,1,2,2,18
2024-02-01 07:43:32,8.7,1026,82.4,28,1,2,2,18
2024-02-01 07:53:44,8.5,1026,83.4,41,1,2,2,18
2024-02-01 08:03:57,8.6,1026,83.2,34,2,3,4,18
2024-02-01 08:14:10,8.6,1026,83.3,34,5,6,7,18
2024-02-01 08:24:22,8.6,1026,83.1,37,12,15,18,18
2024-02-01 08:34:34,8.7,1026,82.7,41,9,11,13,18
2024-02-01 08:44:46,8.9,1027,82.3,36,4,6,7,18
2024-02-01 08:54:58,9,1027,81.5,35,4,6,6,18
2024-02-01 09:05:10,9.4,1027,79.8,32,3,4,5,18
2024-02-01 09:15:22,9.9,1027,78.3,32,3,4,5,18
2024-02-01 09:25:33,10,1027,77.5,35,4,5,6,18
2024-02-01 09:35:45,10.3,1027,76.3,39,2,4,4,18
2024-02-01 09:45:58,10.5,1027,76.1,33,2,3,4,18
2024-02-01 09:56:10,10.5,1028,75.1,22,1,2,3,18
2024-02-01 10:06:21,10.8,1028,74.7,33,2,3,3,18
2024-02-01 10:16:33,10.8,1028,75,30,3,4,5,18
2024-02-01 10:26:45,10.8,1028,74.8,31,2,3,3,18
2024-02-01 10:36:56,10.9,1028,73.5,39,3,4,5,18
2024-02-01 10:57:18,10.9,1028,72.8,33,2,3,3,18
2024-02-01 11:07:30,11,1028,72,40,5,7,8,18
2024-02-01 11:17:41,11.2,1028,71.1,36,2,3,3,18
2024-02-01 11:38:12,22,1028,58.3,31,1,2,2,20
2024-02-01 11:48:20,28.2,1028,48.3,19,1,2,2,18
2024-02-01 12:08:43,28.5,1029,45.1,16,1,2,2,16
2024-02-01 12:39:20,15.4,1028,54.9,23,1,2,2,18
2024-02-01 12:59:49,13.1,1028,57.5,37,1,2,2,18
2024-02-01 13:09:59,12.5,1028,58,32,1,2,2,18
2024-02-01 13:30:28,12,1028,59.1,25,1,2,2,18
2024-02-01 13:40:40,12,1028,59.4,38,1,2,2,18
2024-02-01 13:50:54,12,1028,59,30,2,3,3,18
2024-02-01 14:11:17,11.9,1028,59.5,30,2,3,3,18
2024-02-01 14:21:29,11.8,1028,59.6,34,1,2,2,18
2024-02-01 14:41:58,13.9,1028,58.7,27,1,2,3,18
2024-02-01 14:52:10,16.6,1028,55.9,29,1,2,2,18
2024-02-01 15:02:20,17.4,1028,53,26,1,2,2,18
2024-02-01 15:12:29,18,1028,52,22,1,2,2,18
2024-02-01 15:22:38,17.9,1028,50.7,29,2,3,4,18
2024-02-01 15:32:48,17,1029,52.2,35,0,1,1,18
2024-02-01 15:42:58,15.2,1029,52.9,24,1,2,2,18
2024-02-01 15:53:09,13.5,1029,54.9,24,1,2,2,18
2024-02-01 16:03:20,12.3,1029,57.4,33,2,3,3,18
2024-02-01 16:13:32,11.4,1029,58.4,29,1,3,3,18
2024-02-01 16:23:43,10.7,1029,60.2,32,2,3,4,18
2024-02-01 16:44:06,9.8,1029,62.5,33,2,3,3,18
2024-02-01 16:54:18,9.7,1029,63.1,34,2,3,3,18
2024-02-01 17:14:42,9.2,1029,64.7,30,3,4,4,18
2024-02-01 17:24:54,8.9,1029,65.3,33,3,5,5,18
2024-02-01 17:35:06,8.5,1029,65.7,40,3,5,5,18
2024-02-01 17:45:18,8.3,1029,66.6,35,4,6,6,18
2024-02-01 17:55:31,8,1029,67.8,33,5,7,8,18
2024-02-01 18:05:44,7.7,1029,69,24,5,7,8,18
2024-02-01 18:15:55,7.7,1029,69.5,33,7,9,10,18
2024-02-01 18:26:08,7.6,1029,70.3,34,7,9,10,18
2024-02-01 18:36:21,7.5,1029,70.8,34,6,9,10,18
2024-02-01 18:56:47,7.3,1029,71.5,32,6,9,10,18
2024-02-01 19:07:00,7.1,1029,72.2,38,6,8,10,18
2024-02-01 19:17:12,7,1029,72.4,27,7,10,11,18
2024-02-01 19:27:25,7,1029,72.8,25,8,11,12,18
2024-02-01 19:47:59,6.8,1029,73.9,31,11,14,16,18
2024-02-01 19:58:12,6.7,1029,74.2,23,10,12,14,18
2024-02-01 20:18:46,6.5,1029,75.2,21,11,14,16,18
2024-02-01 20:28:59,6.5,1029,75.9,29,10,13,15,18
2024-02-01 20:49:32,6.3,1029,77.8,22,9,11,13,18
2024-02-01 20:59:45,6.4,1029,78.1,28,10,12,14,18
2024-02-01 21:10:02,6.2,1029,78.6,21,11,13,15,18
2024-02-01 21:20:15,6.3,1029,78.9,17,10,13,14,18
2024-02-01 21:30:27,6.5,1029,78.9,27,9,12,14,18
2024-02-01 21:40:40,6.5,1029,79.5,24,10,12,15,18
2024-02-01 21:50:53,6.6,1029,79.2,17,9,12,14,18
2024-02-01 22:01:06,6.7,1029,79.1,24,9,12,13,18
2024-02-01 22:11:19,6.5,1029,79.6,19,10,13,15,18
2024-02-01 22:21:32,6.4,1029,79.8,22,12,16,18,18
2024-02-01 22:31:44,6.3,1029,80.2,23,12,16,18,18
2024-02-01 22:41:58,6.3,1029,80.9,22,12,15,18,18
2024-02-01 22:52:11,6.2,1029,81.4,22,9,12,14,18
2024-02-01 23:02:23,6.2,1029,81.6,28,9,12,14,18
2024-02-01 23:12:36,6.2,1028,82.1,24,9,12,13,18
2024-02-01 23:22:49,6.2,1028,82,30,8,11,13,18
2024-02-01 23:33:03,6.2,1028,81.9,19,9,12,13,18
