timestamp,temperature,pressure,relative_humidity,no2,pm1,pm25,pm10,o3
2023-10-01 00:11:39,15.4,1020,71.2,18,3,4,4,145
2023-10-01 00:21:49,15.5,1020,71,18,3,4,4,144
2023-10-01 00:32:00,15.4,1020,71.4,17,3,4,4,140
2023-10-01 00:42:10,15.4,1020,71.7,18,3,5,5,142
2023-10-01 00:52:21,15.5,1020,71.8,18,3,5,5,142
2023-10-01 01:02:32,15.4,1020,72.7,19,3,5,5,139
2023-10-01 01:12:43,15.4,1020,72.6,18,4,6,6,142
2023-10-01 01:22:53,15.4,1020,72.7,17,4,5,6,142
2023-10-01 01:33:03,15.2,1020,73.2,17,3,5,5,140
2023-10-01 01:43:14,15.1,1020,73.5,19,4,6,6,140
2023-10-01 01:53:25,15.1,1020,73.4,17,4,5,5,142
2023-10-01 02:03:36,15.1,1020,73.8,17,4,6,6,139
2023-10-01 02:13:47,15,1019,73.8,21,4,6,6,137
2023-10-01 02:23:57,15.1,1019,73.7,21,4,5,5,141
2023-10-01 02:34:08,15.1,1019,74.1,20,5,6,7,137
2023-10-01 02:44:19,15.1,1019,74.3,19,4,6,7,133
2023-10-01 02:54:29,15.2,1019,74.3,17,4,6,6,136
2023-10-01 03:04:40,15.2,1019,74.4,17,4,6,7,129
2023-10-01 03:14:50,15.1,1019,74.6,20,5,7,8,127
2023-10-01 03:25:01,15.1,1019,74.6,19,5,7,7,133
2023-10-01 03:35:12,15.1,1019,75.2,17,5,7,8,128
2023-10-01 03:45:23,15,1019,75.4,17,5,7,7,129
2023-10-01 03:55:34,15,1019,75.8,21,4,6,6,134
2023-10-01 04:05:45,15,1019,76.2,17,4,6,7,134
2023-10-01 04:15:56,15,1019,76.7,17,5,7,7,138
2023-10-01 04:26:05,15,1019,76.7,20,5,7,7,140
2023-10-01 04:36:16,15.1,1019,76.8,17,6,8,8,142
2023-10-01 04:46:27,15.1,1019,76.9,19,5,7,7,135
2023-10-01 04:56:38,15.1,1019,77.1,17,6,7,8,139
