timestamp,temperature,pressure,relative_humidity,no2,pm1,pm25,pm10,o3
2023-08-01 00:09:11,17.6,996,100,15,1,2,2,28
2023-08-01 00:29:37,17.4,996,100,15,1,1,1,18
2023-08-01 00:39:46,17.4,996,100,15,1,2,2,19
2023-08-01 00:50:00,17.2,996,100,16,0,1,1,18
2023-08-01 01:00:10,17.1,996,100,16,1,2,2,18
2023-08-01 01:10:19,17.1,996,100,15,2,3,3,18
2023-08-01 01:20:30,16.9,996,100,15,1,2,2,18
2023-08-01 01:30:40,16.9,996,100,15,2,3,3,18
2023-08-01 01:40:49,17,996,100,16,2,3,3,18
2023-08-01 01:50:59,16.8,996,100,16,3,4,4,18
2023-08-01 02:01:09,16.7,996,100,16,3,4,4,18
2023-08-01 02:11:17,16.7,996,100,16,3,4,4,18
2023-08-01 02:21:27,16.6,996,100,15,3,4,4,18
2023-08-01 02:31:37,16.6,996,100,17,3,4,4,18
2023-08-01 02:41:47,16.6,996,100,16,3,5,5,18
2023-08-01 02:51:56,16.5,996,100,16,4,6,6,18
2023-08-01 03:02:06,16.5,996,100,16,4,6,6,18
2023-08-01 03:12:16,16.5,996,100,16,4,5,6,18
2023-08-01 03:22:26,16.5,996,100,17,4,6,6,18
2023-08-01 03:32:35,16.5,996,100,15,4,5,6,18
2023-08-01 03:42:45,16.6,996,100,15,4,6,6,18
2023-08-01 03:52:54,16.5,996,100,15,4,6,6,18
2023-08-01 04:03:04,16.5,996,100,15,4,6,6,18
2023-08-01 04:13:15,16.6,996,99.9,17,4,6,6,18
2023-08-01 04:23:24,16.5,996,100,16,4,6,7,18
2023-08-01 04:33:34,16.4,996,99.9,16,4,6,6,18
2023-08-01 04:43:43,16.5,996,99.8,16,4,6,6,18
2023-08-01 04:53:53,16.7,996,99.8,17,5,7,8,18
2023-08-01 05:04:03,17.1,997,98.2,15,4,6,6,16
2023-08-01 05:14:12,17,997,98.2,16,4,6,6,16
2023-08-01 05:24:22,17.1,997,98.5,16,5,6,7,16
2023-08-01 05:34:32,17.4,997,97.7,17,4,6,6,16
2023-08-01 05:44:41,17.5,997,96.9,16,4,6,6,16
2023-08-01 05:54:51,17.7,997,96.6,17,5,6,7,15
2023-08-01 06:05:01,17.9,997,96,16,4,6,6,16
2023-08-01 06:15:10,17.9,997,95.5,16,5,6,7,14
2023-08-01 06:25:19,17.9,997,95.5,16,4,6,6,14
2023-08-01 06:35:29,19.5,997,91.7,15,4,6,6,14
2023-08-01 06:45:38,19.4,997,90.5,16,3,5,5,10
2023-08-01 06:55:47,19.8,997,90.4,15,3,5,5,12
2023-08-01 07:05:56,21.4,997,85.3,16,5,7,7,10
2023-08-01 07:16:05,21.4,997,83.6,16,4,5,5,6
2023-08-01 07:26:13,20.9,997,84.7,17,3,5,5,5
2023-08-01 07:36:22,20.8,997,84.1,15,4,5,5,4
2023-08-01 07:46:31,21.6,997,81.7,16,4,5,5,6
2023-08-01 07:56:40,23.6,998,76.5,15,4,6,6,5
2023-08-01 08:06:48,25.5,998,71.9,15,3,5,5,0
2023-08-01 08:16:56,26.9,998,65.1,16,3,4,4,0
2023-08-01 08:27:05,25.6,998,67.9,15,2,3,3,0
2023-08-01 08:47:20,30.5,998,58.9,15,1,2,2,0
2023-08-01 08:57:27,30.2,998,57.5,15,1,2,2,0
2023-08-01 09:07:35,25.9,998,67,17,1,2,2,0
2023-08-01 09:17:43,25.1,998,68.7,15,1,2,2,0
2023-08-01 09:27:49,27.6,998,61.2,15,1,2,2,0
2023-08-01 09:37:57,25.1,998,64.8,15,1,2,2,0
2023-08-01 09:48:05,23.7,998,66.1,15,1,2,2,0
2023-08-01 09:58:13,25,998,65.6,16,1,2,2,3
2023-08-01 10:08:21,26.9,998,62,15,1,2,2,0
2023-08-01 10:18:29,27.1,998,60,15,1,2,2,0
2023-08-01 10:28:35,27.7,999,59.9,15,1,2,2,0
2023-08-01 10:38:43,28,998,59,15,0,1,1,0
2023-08-01 10:48:51,26.2,998,60.7,15,1,2,2,0
2023-08-01 10:58:59,27.5,999,59.6,15,1,2,2,0
2023-08-01 11:09:07,26.1,999,57.6,16,0,0,0,0
2023-08-01 11:19:14,28.7,999,54.1,17,0,1,1,0
2023-08-01 11:29:20,31.3,999,49.1,16,0,1,1,0
2023-08-01 11:39:27,28.3,999,52,15,0,1,1,0
2023-08-01 11:49:35,27.1,999,54.2,15,0,1,1,0
2023-08-01 11:59:42,27.3,999,54,15,1,2,2,0
2023-08-01 12:09:50,30.7,999,50,15,0,0,0,0
2023-08-01 12:19:57,31.1,999,47.5,16,0,1,1,0
2023-08-01 12:30:04,31.5,999,46.6,15,0,0,0,0
2023-08-01 12:40:11,29.4,999,47.9,15,0,0,0,0
2023-08-01 12:50:17,26.4,999,51,15,0,0,0,0
2023-08-01 13:00:26,24.6,999,57.3,15,0,0,0,12
2023-08-01 13:10:34,23.2,999,58.9,16,0,0,0,138
2023-08-01 13:20:40,24.5,999,58.3,16,0,1,1,243
2023-08-01 13:30:48,26.7,999,54.6,15,0,1,1,17
2023-08-01 13:40:56,27.1,999,51.8,16,0,1,1,0
2023-08-01 13:51:04,27.2,999,50.4,17,0,0,0,0
2023-08-01 14:01:10,28.8,999,48.8,17,0,1,1,0
2023-08-01 14:11:17,27.3,999,47.9,16,0,0,0,0
2023-08-01 14:21:25,25.3,999,50,16,0,1,1,0
2023-08-01 14:31:33,23.7,999,52.4,17,0,0,0,5
2023-08-01 14:41:42,23.1,999,54.8,15,0,0,0,15
2023-08-01 14:51:51,23.3,999,55.6,17,0,1,1,59
2023-08-01 15:01:59,23,999,56.7,16,1,2,2,18
2023-08-01 15:12:07,22.2,999,58.8,15,2,3,3,39
2023-08-01 15:22:16,21.6,999,60.9,17,1,2,2,100
2023-08-01 15:32:25,21,999,65.5,17,1,2,2,143
2023-08-01 15:42:34,20.7,999,66.3,16,0,1,1,226
2023-08-01 15:52:43,20.7,999,66.8,17,1,2,2,222
2023-08-01 16:02:52,20.7,1000,67,17,0,1,1,206
2023-08-01 16:13:01,20.7,999,66.6,16,1,2,2,161
2023-08-01 16:23:10,21,999,67.5,15,0,1,1,147
2023-08-01 16:33:18,21.4,999,66.1,17,0,1,1,130
2023-08-01 16:43:27,21.3,999,66.2,17,0,1,1,62
2023-08-01 16:53:36,21.5,999,65.9,16,1,2,2,31
2023-08-01 17:03:45,21.6,999,64.9,16,0,1,1,18
2023-08-01 17:13:54,21.3,999,64.5,17,1,2,2,16
2023-08-01 17:24:01,21.3,999,64.1,15,1,2,2,14
2023-08-01 17:34:09,21.4,999,64.7,17,1,2,2,16
2023-08-01 17:44:18,21.1,999,64.6,16,1,2,2,16
2023-08-01 17:54:28,20.9,999,64.2,17,1,2,2,16
2023-08-01 18:04:37,20.9,999,64,17,1,2,2,16
2023-08-01 18:14:46,20.9,999,64,16,0,1,1,16
2023-08-01 18:24:54,21,999,63.5,17,0,1,1,14
2023-08-01 18:35:03,21,1000,64,16,1,2,2,16
2023-08-01 18:45:12,20.7,1000,64.4,17,0,1,1,16
2023-08-01 18:55:21,20.7,1000,64.5,16,0,1,1,18
2023-08-01 19:05:30,20.6,1000,64.7,16,0,1,1,18
2023-08-01 19:15:39,20.3,1000,65.3,16,0,1,1,18
2023-08-01 19:25:48,20.3,1000,65.5,17,0,1,1,31
2023-08-01 19:35:56,20.3,1000,66.5,16,1,2,2,49
2023-08-01 19:46:05,20,1000,67.9,17,0,1,1,69
2023-08-01 19:56:15,20,1000,68.8,17,0,1,1,105
2023-08-01 20:06:24,19.8,1000,69.7,17,0,1,1,130
2023-08-01 20:26:49,19.2,999,71.5,17,0,1,1,147
2023-08-01 20:57:25,18.1,1000,75.6,17,0,0,0,219
2023-08-01 21:07:35,18,1000,76.9,17,0,0,0,254
2023-08-01 21:28:02,17.6,1000,78.9,17,0,1,1,284
2023-08-01 21:38:12,17.7,999,79.6,17,0,1,1,301
2023-08-01 21:58:39,17.6,999,81.1,17,0,1,1,294
2023-08-01 22:08:49,17.6,999,81.6,17,1,2,2,302
2023-08-01 22:29:17,17.3,999,83.4,17,2,3,3,298
2023-08-01 22:39:27,17.3,999,83.5,17,1,2,2,305
2023-08-01 22:49:37,17.3,998,83.7,16,1,2,2,286
2023-08-01 23:09:57,17.5,998,84.1,16,1,2,2,279
2023-08-01 23:20:07,17.5,998,84.8,17,2,3,3,265
2023-08-01 23:40:26,17.7,998,84,17,2,3,3,247
2023-08-01 23:50:36,17.7,998,84.4,17,1,2,2,227
2023-08-02 00:10:55,17.9,997,83.3,16,1,2,2,193
2023-08-02 00:21:05,17.8,997,83.7,17,1,2,2,178
2023-08-02 00:31:15,17.8,997,83.8,16,1,2,2,169
2023-08-02 00:41:24,17.8,997,84,17,1,2,2,178
2023-08-02 00:51:34,17.7,997,84.9,17,1,2,2,182
2023-08-02 01:01:44,17.7,997,85.8,17,1,2,2,194
2023-08-02 01:11:54,17.7,996,86.3,16,1,2,2,220
2023-08-02 01:22:04,17.6,996,87.2,17,1,2,2,225
2023-08-02 01:32:14,17.6,996,87.8,16,1,2,2,240
2023-08-02 01:42:24,17.7,996,87.8,17,2,3,3,247
2023-08-02 01:52:33,17.6,995,88.9,17,2,3,3,245
2023-08-02 02:02:43,17.4,995,89.4,16,1,2,2,241
2023-08-02 02:12:53,17.4,995,90.1,17,2,3,3,260
2023-08-02 02:23:04,17.3,995,91.2,17,2,3,3,271
2023-08-02 02:33:14,17.2,995,91.6,17,2,3,3,278
