timestamp,temperature,pressure,relative_humidity,no2,pm1,pm25,pm10,o3
2023-11-01 00:02:50,12.6,999,97.3,19,1,2,2,20
2023-11-01 00:13:01,12.6,999,97.9,22,0,1,1,27
2023-11-01 00:23:12,12.5,999,98.9,17,1,2,2,26
2023-11-01 00:33:23,12.6,999,99.4,17,1,2,2,29
2023-11-01 00:43:34,12.7,999,99.7,17,0,1,1,37
2023-11-01 00:53:44,12.7,999,100,17,0,1,1,33
2023-11-01 01:03:55,12.7,998,100,22,1,2,2,35
2023-11-01 01:14:05,12.9,999,100,17,1,2,2,44
2023-11-01 01:24:17,13,998,100,19,1,2,2,46
2023-11-01 01:34:28,13.1,998,100,21,1,2,2,46
2023-11-01 01:44:38,13.2,998,100,21,1,2,2,48
2023-11-01 01:54:49,13.3,998,100,23,2,3,3,53
2023-11-01 02:05:00,13.3,998,100,23,2,3,3,49
2023-11-01 02:15:10,13.4,998,100,17,2,3,3,50
2023-11-01 02:25:20,13.5,998,100,25,2,3,3,50
2023-11-01 02:35:31,13.5,998,100,25,2,3,3,46
2023-11-01 02:45:43,13.6,998,100,38,1,2,2,50
2023-11-01 02:55:52,13.6,998,100,17,1,2,2,40
2023-11-01 03:06:03,13.6,998,100,28,2,3,3,44
2023-11-01 03:16:14,13.7,998,100,21,2,3,3,44
2023-11-01 03:26:24,13.7,998,100,21,2,3,3,44
2023-11-01 03:36:35,13.7,998,99.9,29,2,3,3,40
2023-11-01 03:46:46,13.7,998,99.5,24,2,3,3,42
2023-11-01 03:56:56,13.7,998,99.2,17,2,3,3,39
2023-11-01 04:07:07,13.5,998,99.2,24,2,3,3,35
2023-11-01 04:17:18,13.5,997,99,31,1,2,2,37
2023-11-01 04:27:29,13.6,997,98.9,26,2,3,3,38
2023-11-01 04:37:39,13.6,997,98.8,29,2,3,3,39
2023-11-01 04:47:49,13.7,997,98.2,23,2,3,3,36
2023-11-01 04:58:00,13.8,997,97.9,20,2,3,3,36
2023-11-01 05:08:10,13.7,997,97.7,21,1,2,2,36
2023-11-01 05:18:22,13.8,997,97.3,29,2,3,3,33
2023-11-01 05:28:31,13.9,997,97,28,2,3,3,36
2023-11-01 05:49:01,13.7,997,96.4,28,1,2,2,28
2023-11-01 05:59:11,13.7,997,96.1,21,1,2,2,30
2023-11-01 06:19:40,13.6,996,95.8,25,1,2,2,25
2023-11-01 06:29:50,13.6,996,95.6,36,1,2,2,30
2023-11-01 06:50:20,13.6,996,95.3,25,1,2,2,21
2023-11-01 07:00:30,13.7,996,95.1,27,1,2,2,29
2023-11-01 07:20:58,13.8,997,94.4,22,1,2,2,18
2023-11-01 07:31:09,13.8,996,93.9,19,0,1,1,23
2023-11-01 07:51:38,14.2,996,92.6,20,0,1,1,19
2023-11-01 08:01:49,14.5,996,91.5,25,0,1,1,22
2023-11-01 08:11:58,14.7,996,90.6,24,0,1,1,22
2023-11-01 08:22:08,14.9,996,89.8,25,0,1,1,18
2023-11-01 08:32:20,16.2,996,87.4,23,0,1,1,23
2023-11-01 08:42:30,16.6,996,84.5,19,0,0,0,16
2023-11-01 08:52:40,16.1,996,84.7,27,0,0,0,16
2023-11-01 09:02:50,16,996,84.6,23,0,1,1,16
