timestamp,wind_speed,wind_direction
2018-04-01 00:00:00,1.38,221
2018-04-01 01:00:00,2.565,251
2018-04-01 02:00:00,2.19,234
2018-04-01 03:00:00,3.785,222
2018-04-01 04:00:00,3.315,223
2018-04-01 05:00:00,2.905,253
2018-04-01 06:00:00,2.93,261
2018-04-01 07:00:00,3.065,269
2018-04-01 08:00:00,2.785,272
2018-04-01 09:00:00,3.28,262
2018-04-01 10:00:00,3.245,266
2018-04-01 11:00:00,3.07,274
2018-04-01 12:00:00,3.88,298
2018-04-01 13:00:00,3.77,290
2018-04-01 14:00:00,2.915,292
2018-04-01 15:00:00,3.335,299
2018-04-01 16:00:00,3.735,305
2018-04-01 17:00:00,3.47,304
2018-04-01 18:00:00,2.89,314
2018-04-01 19:00:00,2.0,322
2018-04-01 20:00:00,1.445,326
2018-04-01 21:00:00,0.68,336
2018-04-01 22:00:00,1.54,76
2018-04-01 23:00:00,1.445,102
2018-04-02 00:00:00,1.625,110
2018-04-02 01:00:00,2.0,118
2018-04-02 02:00:00,2.735,146
2018-04-02 03:00:00,2.72,160
2018-04-02 04:00:00,3.315,153
2018-04-02 05:00:00,4.115,157
2018-04-02 06:00:00,4.03,159
2018-04-02 07:00:00,3.655,158
2018-04-02 08:00:00,3.69,156
2018-04-02 09:00:00,4.05,152
2018-04-02 10:00:00,4.64,157
2018-04-02 11:00:00,4.71,158
2018-04-02 12:00:00,5.165,159
2018-04-02 13:00:00,5.465,167
2018-04-02 14:00:00,6.32,175
2018-04-02 15:00:00,5.825,170
2018-04-02 16:00:00,5.08,166
2018-04-02 17:00:00,5.65,169
2018-04-02 18:00:00,6.125,177
2018-04-02 19:00:00,5.76,166
2018-04-02 20:00:00,6.43,164
2018-04-02 21:00:00,5.72,171
2018-04-02 22:00:00,6.36,185
2018-04-02 23:00:00,5.83,192
2018-04-03 00:00:00,5.85,197
2018-04-03 01:00:00,6.18,191
2018-04-03 02:00:00,5.93,190
2018-04-03 03:00:00,5.485,195
2018-04-03 04:00:00,4.975,194
2018-04-03 05:00:00,4.885,185
2018-04-03 06:00:00,4.3,177
2018-04-03 07:00:00,4.03,178
2018-04-03 08:00:00,4.475,182
2018-04-03 09:00:00,5.145,186
2018-04-03 10:00:00,5.47,189
2018-04-03 11:00:00,5.375,186
2018-04-03 12:00:00,5.185,176
2018-04-03 13:00:00,5.96,176
2018-04-03 14:00:00,6.29,175
2018-04-03 15:00:00,6.69,180
2018-04-03 16:00:00,6.85,181
2018-04-03 17:00:00,4.935,174
2018-04-03 18:00:00,6.71,186
2018-04-03 19:00:00,6.14,183
2018-04-03 20:00:00,5.59,175
2018-04-03 21:00:00,5.355,168
2018-04-03 22:00:00,6.28,173
2018-04-03 23:00:00,6.17,221
2018-04-04 00:00:00,5.455,221
2018-04-04 01:00:00,5.15,207
2018-04-04 02:00:00,4.41,195
2018-04-04 03:00:00,3.92,174
2018-04-04 04:00:00,4.455,167
2018-04-04 05:00:00,3.76,162
2018-04-04 06:00:00,3.73,147
2018-04-04 07:00:00,3.425,146
2018-04-04 08:00:00,4.085,154
2018-04-04 09:00:00,4.07,159
2018-04-04 10:00:00,4.54,164
2018-04-04 11:00:00,5.665,171
2018-04-04 12:00:00,5.13,183
2018-04-04 13:00:00,5.125,197
2018-04-04 14:00:00,4.96,204
2018-04-04 15:00:00,6.23,197
2018-04-04 16:00:00,5.675,211
2018-04-04 17:00:00,4.905,235
2018-04-04 18:00:00,2.85,228
2018-04-04 19:00:00,3.645,212
2018-04-04 20:00:00,5.455,203
2018-04-04 21:00:00,7.145,206
2018-04-04 22:00:00,4.695,195
2018-04-04 23:00:00,4.71,203
2018-04-05 00:00:00,4.9,210
2018-04-05 01:00:00,5.065,209
2018-04-05 02:00:00,5.525,213
2018-04-05 03:00:00,6.435,221
2018-04-05 04:00:00,6.385,218
2018-04-05 05:00:00,4.355,235
2018-04-05 06:00:00,5.365,249
2018-04-05 07:00:00,5.145,236
2018-04-05 08:00:00,5.145,247
2018-04-05 09:00:00,5.9,258
2018-04-05 10:00:00,5.14,274
2018-04-05 11:00:00,4.075,299
2018-04-05 12:00:00,4.9,304
2018-04-05 13:00:00,5.0,308
2018-04-05 14:00:00,4.64,318
2018-04-05 15:00:00,3.965,314
2018-04-05 16:00:00,4.66,317
2018-04-05 17:00:00,3.62,309
2018-04-05 18:00:00,3.24,315
2018-04-05 19:00:00,2.325,321
2018-04-05 20:00:00,1.685,320
2018-04-05 21:00:00,1.205,196
2018-04-05 22:00:00,1.72,66
2018-04-05 23:00:00,1.875,87
2018-04-06 00:00:00,2.13,98
2018-04-06 01:00:00,2.495,110
2018-04-06 02:00:00,3.035,109
2018-04-06 03:00:00,2.85,106
2018-04-06 04:00:00,2.995,107
2018-04-06 05:00:00,2.67,112
2018-04-06 06:00:00,3.215,115
2018-04-06 07:00:00,3.83,119
2018-04-06 08:00:00,3.64,117
2018-04-06 09:00:00,3.575,118
2018-04-06 10:00:00,4.555,135
2018-04-06 11:00:00,6.035,138
2018-04-06 12:00:00,5.74,142
2018-04-06 13:00:00,4.99,129
2018-04-06 14:00:00,5.645,136
2018-04-06 15:00:00,5.515,138
2018-04-06 16:00:00,6.09,140
2018-04-06 17:00:00,6.05,140
2018-04-06 18:00:00,6.13,135
2018-04-06 19:00:00,4.825,137
2018-04-06 20:00:00,4.865,133
2018-04-06 21:00:00,2.855,126
2018-04-06 22:00:00,2.075,116
2018-04-06 23:00:00,2.42,122
2018-04-07 00:00:00,4.575,134
2018-04-07 01:00:00,5.435,140
2018-04-07 02:00:00,4.555,141
2018-04-07 03:00:00,5.545,139
2018-04-07 04:00:00,5.465,140
2018-04-07 05:00:00,6.385,142
2018-04-07 06:00:00,6.41,144
2018-04-07 07:00:00,6.25,148
2018-04-07 08:00:00,6.14,158
2018-04-07 09:00:00,6.385,161
2018-04-07 10:00:00,6.665,167
2018-04-07 11:00:00,5.485,171
2018-04-07 12:00:00,5.0,179
2018-04-07 13:00:00,5.1,189
2018-04-07 14:00:00,5.005,197
2018-04-07 15:00:00,4.91,205
2018-04-07 16:00:00,4.805,175
2018-04-07 17:00:00,3.88,171
2018-04-07 18:00:00,3.775,181
2018-04-07 19:00:00,2.685,188
2018-04-07 20:00:00,2.585,208
2018-04-07 21:00:00,2.13,204
2018-04-07 22:00:00,2.215,178
2018-04-07 23:00:00,1.33,179
2018-04-08 00:00:00,1.51,136
2018-04-08 01:00:00,1.075,134
2018-04-08 02:00:00,1.5,219
2018-04-08 03:00:00,2.74,343
2018-04-08 04:00:00,2.27,351
2018-04-08 05:00:00,1.73,7
2018-04-08 06:00:00,1.73,26
2018-04-08 07:00:00,1.8,60
2018-04-08 08:00:00,1.315,101
2018-04-08 09:00:00,1.37,104
2018-04-08 10:00:00,1.28,93
2018-04-08 11:00:00,1.105,132
2018-04-08 12:00:00,1.53,154
2018-04-08 13:00:00,1.975,104
2018-04-08 14:00:00,1.685,156
2018-04-08 15:00:00,2.26,145
2018-04-08 16:00:00,2.275,132
2018-04-08 17:00:00,2.545,163
2018-04-08 18:00:00,2.32,233
2018-04-08 19:00:00,2.38,283
2018-04-08 20:00:00,1.915,268
2018-04-08 21:00:00,2.67,326
2018-04-08 22:00:00,3.01,341
2018-04-08 23:00:00,2.65,0
2018-04-09 00:00:00,1.865,341
2018-04-09 01:00:00,1.585,327
2018-04-09 02:00:00,1.62,300
2018-04-09 03:00:00,1.405,290
2018-04-09 04:00:00,1.865,286
2018-04-09 05:00:00,2.255,304
2018-04-09 06:00:00,2.33,321
2018-04-09 07:00:00,1.325,174
2018-04-09 08:00:00,2.265,31
2018-04-09 09:00:00,3.44,49
2018-04-09 10:00:00,2.91,30
2018-04-09 11:00:00,2.21,335
2018-04-09 12:00:00,1.695,337
2018-04-09 13:00:00,2.06,342
2018-04-09 14:00:00,2.875,7
2018-04-09 15:00:00,3.615,15
2018-04-09 16:00:00,3.625,18
2018-04-09 17:00:00,3.445,9
2018-04-09 18:00:00,3.325,24
2018-04-09 19:00:00,3.21,9
2018-04-09 20:00:00,3.13,11
2018-04-09 21:00:00,2.76,10
2018-04-09 22:00:00,2.535,16
2018-04-09 23:00:00,1.145,36
2018-04-10 00:00:00,1.56,248
2018-04-10 01:00:00,0.905,237
2018-04-10 02:00:00,2.03,176
2018-04-10 03:00:00,3.8,173
2018-04-10 04:00:00,3.955,176
2018-04-10 05:00:00,3.47,170
2018-04-10 06:00:00,3.94,161
2018-04-10 07:00:00,3.82,142
2018-04-10 08:00:00,3.56,131
2018-04-10 09:00:00,4.69,141
2018-04-10 10:00:00,4.83,154
2018-04-10 11:00:00,3.995,157
2018-04-10 12:00:00,4.015,161
2018-04-10 13:00:00,3.765,145
2018-04-10 14:00:00,3.3,165
2018-04-10 15:00:00,2.955,138
2018-04-10 16:00:00,3.16,133
2018-04-10 17:00:00,2.575,134
2018-04-10 18:00:00,1.695,113
2018-04-10 19:00:00,2.705,103
2018-04-10 20:00:00,2.335,181
2018-04-10 21:00:00,1.275,255
2018-04-10 22:00:00,1.625,191
2018-04-10 23:00:00,2.23,206
2018-04-11 00:00:00,0.9,145
2018-04-11 01:00:00,1.945,188
2018-04-11 02:00:00,1.32,285
2018-04-11 03:00:00,0.815,264
2018-04-11 04:00:00,0.875,186
2018-04-11 05:00:00,1.285,178
2018-04-11 06:00:00,1.4,159
2018-04-11 07:00:00,1.245,147
2018-04-11 08:00:00,1.53,119
2018-04-11 09:00:00,1.36,143
2018-04-11 10:00:00,0.905,132
2018-04-11 11:00:00,0.61,98
2018-04-11 12:00:00,1.27,62
2018-04-11 13:00:00,1.485,106
2018-04-11 14:00:00,1.375,74
2018-04-11 15:00:00,1.975,57
2018-04-11 16:00:00,2.475,53
2018-04-11 17:00:00,2.995,54
2018-04-11 18:00:00,4.135,57
2018-04-11 19:00:00,2.765,59
2018-04-11 20:00:00,2.42,61
2018-04-11 21:00:00,1.69,64
2018-04-11 22:00:00,2.05,65
2018-04-11 23:00:00,1.795,66
2018-04-12 00:00:00,2.205,57
2018-04-12 01:00:00,2.415,50
2018-04-12 02:00:00,2.72,42
2018-04-12 03:00:00,2.16,49
2018-04-12 04:00:00,1.85,80
2018-04-12 05:00:00,2.38,76
2018-04-12 06:00:00,1.46,66
2018-04-12 07:00:00,1.805,63
2018-04-12 08:00:00,1.84,52
2018-04-12 09:00:00,2.01,47
2018-04-12 10:00:00,2.6,44
2018-04-12 11:00:00,2.6,32
2018-04-12 12:00:00,3.11,23
2018-04-12 13:00:00,3.12,22
2018-04-12 14:00:00,2.69,39
2018-04-12 15:00:00,2.19,37
2018-04-12 16:00:00,2.29,36
2018-04-12 17:00:00,1.82,47
2018-04-12 18:00:00,1.275,108
2018-04-12 19:00:00,1.51,119
2018-04-12 20:00:00,1.21,127
2018-04-12 21:00:00,1.21,114
2018-04-12 22:00:00,2.715,126
2018-04-12 23:00:00,3.085,147
2018-04-13 00:00:00,3.485,145
2018-04-13 01:00:00,3.19,168
2018-04-13 02:00:00,2.845,165
2018-04-13 03:00:00,2.73,156
2018-04-13 04:00:00,3.09,149
2018-04-13 05:00:00,3.79,155
2018-04-13 06:00:00,2.605,160
2018-04-13 07:00:00,2.315,145
2018-04-13 08:00:00,2.49,176
2018-04-13 09:00:00,2.225,225
2018-04-13 10:00:00,3.16,213
2018-04-13 11:00:00,2.835,197
2018-04-13 12:00:00,2.975,220
2018-04-13 13:00:00,3.24,222
2018-04-13 14:00:00,3.255,233
2018-04-13 15:00:00,2.975,242
2018-04-13 16:00:00,3.23,233
2018-04-13 17:00:00,2.8,221
2018-04-13 18:00:00,2.16,242
2018-04-13 19:00:00,2.205,251
2018-04-13 20:00:00,1.98,255
2018-04-13 21:00:00,1.04,253
2018-04-13 22:00:00,1.205,187
2018-04-13 23:00:00,1.77,25
2018-04-14 00:00:00,1.66,190
2018-04-14 01:00:00,1.31,192
2018-04-14 02:00:00,0.455,291
