timestamp,wind_speed,wind_direction
2022-12-01 00:00:00,3.505,22
2022-12-01 01:00:00,3.785,14
2022-12-01 02:00:00,3.38,20
2022-12-01 03:00:00,2.65,26
2022-12-01 04:00:00,2.88,26
2022-12-01 05:00:00,3.05,19
2022-12-01 06:00:00,3.125,22
2022-12-01 07:00:00,3.335,34
2022-12-01 08:00:00,2.72,47
2022-12-01 09:00:00,2.855,46
2022-12-01 10:00:00,3.32,32
2022-12-01 11:00:00,2.835,22
2022-12-01 12:00:00,2.845,20
2022-12-01 13:00:00,2.995,24
2022-12-01 14:00:00,4.005,16
2022-12-01 15:00:00,3.59,18
2022-12-01 16:00:00,2.97,29
2022-12-01 17:00:00,2.625,32
2022-12-01 18:00:00,2.625,34
2022-12-01 19:00:00,2.53,33
2022-12-01 20:00:00,2.29,38
2022-12-01 21:00:00,2.0,31
2022-12-01 22:00:00,2.075,34
2022-12-01 23:00:00,1.805,37
2022-12-02 00:00:00,2.005,35
2022-12-02 01:00:00,2.395,25
2022-12-02 02:00:00,2.215,24
2022-12-02 03:00:00,2.73,40
2022-12-02 04:00:00,3.265,44
2022-12-02 05:00:00,3.25,47
2022-12-02 06:00:00,3.31,54
2022-12-02 07:00:00,3.855,46
2022-12-02 08:00:00,3.875,38
2022-12-02 09:00:00,3.38,47
2022-12-02 10:00:00,3.96,45
2022-12-02 11:00:00,4.32,41
2022-12-02 12:00:00,3.975,51
2022-12-02 13:00:00,3.965,54
2022-12-02 14:00:00,4.745,46
2022-12-02 15:00:00,5.21,50
2022-12-02 16:00:00,4.81,61
2022-12-02 17:00:00,4.69,47
2022-12-02 18:00:00,4.73,41
2022-12-02 19:00:00,4.545,45
2022-12-02 20:00:00,4.4,43
2022-12-02 21:00:00,4.57,49
2022-12-02 22:00:00,4.26,55
2022-12-02 23:00:00,4.205,55
2022-12-03 00:00:00,4.18,53
2022-12-03 01:00:00,3.37,57
2022-12-03 02:00:00,3.215,53
2022-12-03 03:00:00,3.13,63
2022-12-03 04:00:00,3.13,60
2022-12-03 05:00:00,3.035,57
2022-12-03 06:00:00,3.01,56
2022-12-03 07:00:00,3.065,65
2022-12-03 08:00:00,3.39,67
2022-12-03 09:00:00,3.415,66
2022-12-03 10:00:00,3.375,74
2022-12-03 11:00:00,3.5,71
2022-12-03 12:00:00,2.84,85
2022-12-03 13:00:00,2.91,79
2022-12-03 14:00:00,3.055,82
2022-12-03 15:00:00,2.535,69
2022-12-03 16:00:00,2.75,59
2022-12-03 17:00:00,3.105,59
2022-12-03 18:00:00,3.135,58
2022-12-03 19:00:00,3.025,59
2022-12-03 20:00:00,2.825,61
2022-12-03 21:00:00,3.005,58
2022-12-03 22:00:00,3.01,54
2022-12-03 23:00:00,3.385,53
2022-12-04 00:00:00,3.81,54
2022-12-04 01:00:00,3.675,54
2022-12-04 02:00:00,2.915,61
2022-12-04 03:00:00,3.24,56
2022-12-04 04:00:00,3.415,58
2022-12-04 05:00:00,3.105,55
2022-12-04 06:00:00,2.81,57
2022-12-04 07:00:00,3.295,69
2022-12-04 08:00:00,3.205,78
2022-12-04 09:00:00,3.3,73
2022-12-04 10:00:00,3.49,73
2022-12-04 11:00:00,3.06,67
2022-12-04 12:00:00,3.215,62
2022-12-04 13:00:00,3.32,56
2022-12-04 14:00:00,2.95,54
2022-12-04 15:00:00,3.08,61
2022-12-04 16:00:00,2.79,55
2022-12-04 17:00:00,2.355,51
2022-12-04 18:00:00,2.145,49
2022-12-04 19:00:00,1.89,48
2022-12-04 20:00:00,1.98,32
2022-12-04 21:00:00,2.65,38
2022-12-04 22:00:00,2.255,31
2022-12-04 23:00:00,2.1,28
2022-12-05 00:00:00,2.085,30
2022-12-05 01:00:00,2.11,31
2022-12-05 02:00:00,2.08,29
2022-12-05 03:00:00,2.35,37
2022-12-05 04:00:00,1.7,48
2022-12-05 05:00:00,1.38,51
2022-12-05 06:00:00,0.935,52
2022-12-05 07:00:00,0.745,68
2022-12-05 08:00:00,0.955,45
2022-12-05 09:00:00,0.895,20
2022-12-05 10:00:00,1.38,179
2022-12-05 11:00:00,1.51,352
2022-12-05 12:00:00,1.14,14
2022-12-05 13:00:00,0.995,312
2022-12-05 14:00:00,1.045,284
2022-12-05 15:00:00,1.305,247
2022-12-05 16:00:00,1.06,244
2022-12-05 17:00:00,0.95,241
2022-12-05 18:00:00,0.87,259
2022-12-05 19:00:00,0.935,239
2022-12-05 20:00:00,0.72,255
2022-12-05 21:00:00,1.075,332
2022-12-05 22:00:00,2.425,5
2022-12-05 23:00:00,2.53,15
2022-12-06 00:00:00,2.105,9
2022-12-06 01:00:00,2.695,178
2022-12-06 02:00:00,2.62,184
2022-12-06 03:00:00,2.28,11
2022-12-06 04:00:00,2.29,20
2022-12-06 05:00:00,2.015,23
2022-12-06 06:00:00,1.515,189
2022-12-06 07:00:00,1.58,343
2022-12-06 08:00:00,1.005,282
2022-12-06 09:00:00,1.775,279
2022-12-06 10:00:00,1.575,284
2022-12-06 11:00:00,1.8,297
2022-12-06 12:00:00,1.61,305
2022-12-06 13:00:00,1.745,298
2022-12-06 14:00:00,1.305,269
2022-12-06 15:00:00,1.68,255
2022-12-06 16:00:00,2.01,257
2022-12-06 17:00:00,1.95,256
2022-12-06 18:00:00,2.44,258
2022-12-06 19:00:00,2.37,249
2022-12-06 20:00:00,2.15,254
2022-12-06 21:00:00,2.15,250
2022-12-06 22:00:00,1.49,242
2022-12-06 23:00:00,1.325,244
2022-12-07 00:00:00,1.885,248
2022-12-07 01:00:00,1.715,251
2022-12-07 02:00:00,1.85,247
2022-12-07 03:00:00,1.785,249
2022-12-07 04:00:00,1.6,243
2022-12-07 05:00:00,1.235,239
2022-12-07 06:00:00,1.53,240
2022-12-07 07:00:00,1.4,238
2022-12-07 08:00:00,1.76,256
2022-12-07 09:00:00,2.105,256
2022-12-07 10:00:00,2.495,257
2022-12-07 11:00:00,2.285,260
2022-12-07 12:00:00,2.425,292
2022-12-07 13:00:00,1.685,306
2022-12-07 14:00:00,1.58,260
2022-12-07 15:00:00,1.85,268
2022-12-07 16:00:00,2.355,254
2022-12-07 17:00:00,2.085,258
2022-12-07 18:00:00,2.04,250
2022-12-07 19:00:00,1.925,243
2022-12-07 20:00:00,2.035,247
2022-12-07 21:00:00,2.075,236
2022-12-07 22:00:00,2.155,238
2022-12-07 23:00:00,1.96,234
2022-12-08 00:00:00,2.11,230
2022-12-08 01:00:00,1.655,236
2022-12-08 02:00:00,2.615,248
2022-12-08 03:00:00,2.08,232
2022-12-08 04:00:00,2.235,228
2022-12-08 05:00:00,2.255,231
2022-12-08 06:00:00,2.705,230
2022-12-08 07:00:00,2.585,228
2022-12-08 08:00:00,2.66,232
2022-12-08 09:00:00,2.695,230
2022-12-08 10:00:00,2.945,240
2022-12-08 11:00:00,2.815,242
2022-12-08 12:00:00,2.595,228
2022-12-08 13:00:00,2.42,244
2022-12-08 14:00:00,1.88,233
2022-12-08 15:00:00,1.195,224
2022-12-08 16:00:00,1.515,214
2022-12-08 17:00:00,2.345,214
2022-12-08 18:00:00,1.91,243
2022-12-08 19:00:00,1.665,229
2022-12-08 20:00:00,1.765,230
2022-12-08 21:00:00,1.4,249
2022-12-08 22:00:00,1.73,233
2022-12-08 23:00:00,1.345,236
2022-12-09 00:00:00,1.45,230
2022-12-09 01:00:00,1.16,268
2022-12-09 02:00:00,1.055,209
2022-12-09 03:00:00,0.975,221
2022-12-09 04:00:00,0.52,169
2022-12-09 05:00:00,0.55,75
2022-12-09 06:00:00,0.585,182
2022-12-09 07:00:00,1.12,75
2022-12-09 08:00:00,0.6,138
2022-12-09 09:00:00,0.665,223
2022-12-09 10:00:00,1.115,286
2022-12-09 11:00:00,1.58,75
2022-12-09 12:00:00,2.085,91
2022-12-09 13:00:00,1.165,67
2022-12-09 14:00:00,1.2,115
2022-12-09 15:00:00,2.015,128
2022-12-09 16:00:00,2.115,139
2022-12-09 17:00:00,1.355,132
2022-12-09 18:00:00,1.87,141
2022-12-09 19:00:00,1.72,171
2022-12-09 20:00:00,1.695,162
2022-12-09 21:00:00,1.335,209
2022-12-09 22:00:00,1.395,199
2022-12-09 23:00:00,1.435,184
2022-12-10 00:00:00,1.62,210
2022-12-10 01:00:00,1.59,241
2022-12-10 02:00:00,1.685,221
2022-12-10 03:00:00,1.645,222
2022-12-10 04:00:00,2.06,210
2022-12-10 05:00:00,1.705,219
2022-12-10 06:00:00,2.685,216
2022-12-10 07:00:00,1.91,221
2022-12-10 08:00:00,2.235,218
2022-12-10 09:00:00,2.25,216
2022-12-10 10:00:00,2.585,225
2022-12-10 11:00:00,2.295,219
2022-12-10 12:00:00,2.62,218
2022-12-10 13:00:00,2.5,214
2022-12-10 14:00:00,2.995,213
2022-12-10 15:00:00,2.725,207
2022-12-10 16:00:00,2.805,203
2022-12-10 17:00:00,3.16,213
2022-12-10 18:00:00,2.905,213
2022-12-10 19:00:00,2.66,207
2022-12-10 20:00:00,2.95,207
2022-12-10 21:00:00,3.46,209
2022-12-10 22:00:00,3.49,210
2022-12-10 23:00:00,2.995,206
2022-12-11 00:00:00,2.48,194
2022-12-11 01:00:00,2.82,191
2022-12-11 02:00:00,2.79,196
2022-12-11 03:00:00,2.435,197
2022-12-11 04:00:00,2.37,193
2022-12-11 05:00:00,2.505,189
2022-12-11 06:00:00,2.55,181
2022-12-11 07:00:00,2.24,178
2022-12-11 08:00:00,2.805,190
2022-12-11 09:00:00,2.54,189
2022-12-11 10:00:00,1.97,184
2022-12-11 11:00:00,1.435,174
2022-12-11 12:00:00,1.415,177
2022-12-11 13:00:00,2.035,196
2022-12-11 14:00:00,1.89,183
2022-12-11 15:00:00,2.19,186
2022-12-11 16:00:00,2.885,178
2022-12-11 17:00:00,2.79,169
2022-12-11 18:00:00,2.935,175
2022-12-11 19:00:00,2.76,174
2022-12-11 20:00:00,2.61,182
2022-12-11 21:00:00,2.25,175
2022-12-11 22:00:00,1.975,175
2022-12-11 23:00:00,2.01,173
2022-12-12 00:00:00,2.04,160
2022-12-12 01:00:00,1.965,164
2022-12-12 02:00:00,2.21,170
2022-12-12 03:00:00,1.68,173
2022-12-12 04:00:00,1.33,164
2022-12-12 05:00:00,1.79,149
2022-12-12 06:00:00,2.295,148
2022-12-12 07:00:00,2.42,142
2022-12-12 08:00:00,1.78,156
2022-12-12 09:00:00,2.005,169
2022-12-12 10:00:00,1.945,157
2022-12-12 11:00:00,2.48,152
2022-12-12 12:00:00,1.83,119
2022-12-12 13:00:00,1.905,121
2022-12-12 14:00:00,1.61,110
2022-12-12 15:00:00,1.785,106
2022-12-12 16:00:00,2.125,98
2022-12-12 17:00:00,2.44,111
2022-12-12 18:00:00,2.245,112
2022-12-12 19:00:00,2.085,113
2022-12-12 20:00:00,1.98,102
2022-12-12 21:00:00,1.635,101
2022-12-12 22:00:00,1.975,102
2022-12-12 23:00:00,2.74,98
2022-12-13 00:00:00,2.98,96
2022-12-13 01:00:00,3.435,101
2022-12-13 02:00:00,3.29,102
2022-12-13 03:00:00,2.69,103
2022-12-13 04:00:00,2.34,98
2022-12-13 05:00:00,2.355,104
2022-12-13 06:00:00,2.22,106
2022-12-13 07:00:00,2.745,104
2022-12-13 08:00:00,2.855,111
2022-12-13 09:00:00,2.77,111
2022-12-13 10:00:00,2.41,97
2022-12-13 11:00:00,2.87,95
2022-12-13 12:00:00,2.67,88
2022-12-13 13:00:00,2.84,87
2022-12-13 14:00:00,3.13,86
2022-12-13 15:00:00,3.27,81
2022-12-13 16:00:00,3.38,87
2022-12-13 17:00:00,2.605,97
2022-12-13 18:00:00,2.53,88
2022-12-13 19:00:00,2.645,83
2022-12-13 20:00:00,2.615,82
2022-12-13 21:00:00,2.465,84
2022-12-13 22:00:00,2.345,103
2022-12-13 23:00:00,1.93,103
2022-12-14 00:00:00,1.71,104
2022-12-14 01:00:00,1.985,116
2022-12-14 02:00:00,1.61,112
2022-12-14 03:00:00,0.69,161
2022-12-14 04:00:00,0.65,31
2022-12-14 05:00:00,0.565,317
2022-12-14 06:00:00,0.96,222
2022-12-14 07:00:00,0.635,173
2022-12-14 08:00:00,0.61,298
2022-12-14 09:00:00,1.435,343
2022-12-14 10:00:00,2.14,333
2022-12-14 11:00:00,1.535,332
2022-12-14 12:00:00,1.71,320
2022-12-14 13:00:00,1.715,317
2022-12-14 14:00:00,1.595,332
2022-12-14 15:00:00,1.44,318
2022-12-14 16:00:00,1.595,331
2022-12-14 17:00:00,0.66,162
2022-12-14 18:00:00,0.91,180
2022-12-14 19:00:00,2.08,169
2022-12-14 20:00:00,0.855,258
2022-12-14 21:00:00,0.83,265
2022-12-14 22:00:00,1.045,213
2022-12-14 23:00:00,0.965,240
2022-12-15 00:00:00,1.43,216
2022-12-15 01:00:00,1.315,217
2022-12-15 02:00:00,1.63,203
2022-12-15 03:00:00,1.085,200
2022-12-15 04:00:00,0.9,184
2022-12-15 05:00:00,0.27,314
2022-12-15 06:00:00,1.91,163
2022-12-15 07:00:00,1.16,79
2022-12-15 08:00:00,0.765,188
2022-12-15 09:00:00,0.59,244
2022-12-15 10:00:00,0.695,290
2022-12-15 11:00:00,0.97,305
2022-12-15 12:00:00,1.875,180
2022-12-15 13:00:00,1.69,25
2022-12-15 14:00:00,1.465,57
2022-12-15 15:00:00,1.91,116
2022-12-15 16:00:00,1.975,130
2022-12-15 17:00:00,0.815,188
2022-12-15 18:00:00,1.22,258
2022-12-15 19:00:00,1.65,241
2022-12-15 20:00:00,1.98,185
2022-12-15 21:00:00,1.59,192
2022-12-15 22:00:00,1.735,224
2022-12-15 23:00:00,1.57,239
2022-12-16 00:00:00,1.61,258
2022-12-16 01:00:00,1.05,271
2022-12-16 02:00:00,1.75,161
2022-12-16 03:00:00,3.355,11
2022-12-16 04:00:00,2.815,19
2022-12-16 05:00:00,2.685,29
2022-12-16 06:00:00,2.36,20
2022-12-16 07:00:00,2.61,28
2022-12-16 08:00:00,2.4,27
2022-12-16 09:00:00,1.6,45
2022-12-16 10:00:00,1.88,28
2022-12-16 11:00:00,2.035,14
2022-12-16 12:00:00,1.67,340
2022-12-16 13:00:00,1.32,309
2022-12-16 14:00:00,1.575,254
2022-12-16 15:00:00,1.265,245
2022-12-16 16:00:00,1.18,242
2022-12-16 17:00:00,1.37,250
2022-12-16 18:00:00,1.145,236
2022-12-16 19:00:00,0.855,230
2022-12-16 20:00:00,0.92,224
