timestamp,wind_speed,wind_direction,temperature,relative_humidity
2011-12-01 00:00:00,4.112768,160.0,4.6,89.99
2011-12-01 00:20:00,5.14096,170.0,5.0,86.89
2011-12-01 00:50:00,4.626864,180.0,5.0,93.24
2011-12-01 01:00:00,4.112768,180.0,5.0,90.02
2011-12-01 01:20:00,5.655056,170.0,6.0,86.99
2011-12-01 01:50:00,6.169152,180.0,6.0,86.99
2011-12-01 02:00:00,6.169152,180.0,5.8,90.08
2011-12-01 02:20:00,6.169152,180.0,6.0,93.3
2011-12-01 02:50:00,6.683248,190.0,7.0,87.09
2011-12-01 03:00:00,7.197344,190.0,7.3,87.73
2011-12-01 03:20:00,6.169152,190.0,8.0,87.19
2011-12-01 03:50:00,6.169152,190.0,9.0,81.47
2011-12-01 04:00:00,6.169152,190.0,8.6,84.87
2011-12-01 04:20:00,9.253728,190.0,9.0,81.47
2011-12-01 04:50:00,8.739632,190.0,9.0,87.28
2011-12-01 05:00:00,8.739632,190.0,8.89,86.67
2011-12-01 05:20:00,8.739632,190.0,9.0,93.45
2011-12-01 05:50:00,7.197344,210.0,10.0,87.37
2011-12-01 06:00:00,7.197344,210.0,9.7,88.54
2011-12-01 06:20:00,7.197344,210.0,10.0,87.37
2011-12-01 06:50:00,7.71144,220.0,10.0,87.37
2011-12-01 07:00:00,7.197344,220.0,10.1,84.46
2011-12-01 07:20:00,7.197344,210.0,10.0,87.37
2011-12-01 07:50:00,6.169152,210.0,10.0,87.37
2011-12-01 08:00:00,6.169152,210.0,10.2,87.39
2011-12-01 08:20:00,6.683248,210.0,11.0,81.74
2011-12-01 08:50:00,7.197344,220.0,11.0,81.74
2011-12-01 09:00:00,7.197344,220.0,10.7,85.68
2011-12-01 09:20:00,7.71144,210.0,11.0,87.47
2011-12-01 09:50:00,8.225536,210.0,11.0,87.47
2011-12-01 10:00:00,8.225536,210.0,11.2,83.44
2011-12-01 10:20:00,8.225536,210.0,11.0,87.47
2011-12-01 10:50:00,8.225536,200.0,12.0,81.87
2011-12-01 11:00:00,8.225536,200.0,11.6,86.35
2011-12-01 11:20:00,7.71144,200.0,12.0,81.87
2011-12-01 11:50:00,8.739632,210.0,12.0,81.87
2011-12-01 12:00:00,8.739632,210.0,12.0,82.42
2011-12-01 12:20:00,7.71144,210.0,12.0,87.56
2011-12-01 12:50:00,8.739632,210.0,12.0,81.87
2011-12-01 13:00:00,8.739632,210.0,12.22,81.89
2011-12-01 13:20:00,8.225536,210.0,12.0,81.87
2011-12-01 13:50:00,7.71144,210.0,12.0,81.87
2011-12-01 14:00:00,8.225536,210.0,12.3,80.27
2011-12-01 14:20:00,8.225536,220.0,12.0,81.87
2011-12-01 14:50:00,6.683248,220.0,12.0,81.87
2011-12-01 15:00:00,6.169152,220.0,12.22,83.0
2011-12-01 15:20:00,6.683248,210.0,12.0,81.87
2011-12-01 15:50:00,6.169152,200.0,12.0,81.87
2011-12-01 16:00:00,6.169152,200.0,12.22,81.34
2011-12-01 16:20:00,6.169152,200.0,12.0,81.87
2011-12-01 16:50:00,5.14096,190.0,12.0,81.87
2011-12-01 17:00:00,5.14096,190.0,11.8,81.84
2011-12-01 17:20:00,5.655056,190.0,11.0,87.47
2011-12-01 17:50:00,5.655056,200.0,11.0,87.47
2011-12-01 18:00:00,6.169152,200.0,11.11,88.07
2011-12-01 18:20:00,5.14096,180.0,11.0,93.55
2011-12-01 18:50:00,4.112768,180.0,11.0,87.47
2011-12-01 19:00:00,4.112768,180.0,10.56,93.52
2011-12-01 19:20:00,4.626864,190.0,11.0,93.55
2011-12-01 19:50:00,2.57048,200.0,11.0,93.55
2011-12-01 20:00:00,3.084576,200.0,10.56,93.52
2011-12-01 20:20:00,7.197344,200.0,12.0,87.56
2011-12-01 20:50:00,8.739632,200.0,12.0,87.56
2011-12-01 21:00:00,8.739632,200.0,12.0,88.15
2011-12-01 21:20:00,9.253728,210.0,12.0,87.56
2011-12-01 21:50:00,7.197344,200.0,12.0,87.56
2011-12-01 22:00:00,7.197344,200.0,12.1,87.57
2011-12-01 22:20:00,8.225536,200.0,12.0,87.56
2011-12-01 22:50:00,7.71144,200.0,12.0,87.56
2011-12-01 23:00:00,8.225536,200.0,11.67,91.12
2011-12-01 23:20:00,7.71144,200.0,12.0,87.56
2011-12-01 23:50:00,6.683248,200.0,12.0,81.87
2011-12-02 00:00:00,7.197344,200.0,11.8,86.37
2011-12-02 00:20:00,7.197344,190.0,12.0,81.87
2011-12-02 00:50:00,8.225536,200.0,12.0,76.5
2011-12-02 01:00:00,8.225536,200.0,11.8,75.44
2011-12-02 01:20:00,9.767824,210.0,12.0,76.5
2011-12-02 01:50:00,8.739632,210.0,12.0,76.5
2011-12-02 02:00:00,8.739632,210.0,11.8,76.99
2011-12-02 02:20:00,8.225536,220.0,12.0,76.5
2011-12-02 02:50:00,7.71144,230.0,12.0,71.45
2011-12-02 03:00:00,8.225536,230.0,11.5,75.38
2011-12-02 03:20:00,4.626864,300.0,9.0,93.45
2011-12-02 03:50:00,5.655056,330.0,7.0,100.0
2011-12-02 04:00:00,6.169152,330.0,7.3,95.97
2011-12-02 04:20:00,5.655056,330.0,7.0,93.35
2011-12-02 04:50:00,3.598672,330.0,6.0,100.0
2011-12-02 05:00:00,4.112768,330.0,6.3,94.62
2011-12-02 05:20:00,3.084576,310.0,6.0,93.3
2011-12-02 05:50:00,3.598672,320.0,6.0,93.3
2011-12-02 06:00:00,4.112768,320.0,6.3,92.66
2011-12-02 06:20:00,4.626864,300.0,6.0,93.3
2011-12-02 06:50:00,4.626864,320.0,6.0,93.3
2011-12-02 07:00:00,4.112768,320.0,6.2,92.02
2011-12-02 07:20:00,3.598672,290.0,6.0,93.3
2011-12-02 07:50:00,4.112768,280.0,6.0,93.3
2011-12-02 08:00:00,4.112768,280.0,6.4,91.39
2011-12-02 08:20:00,3.598672,280.0,7.0,87.09
2011-12-02 08:50:00,4.112768,270.0,7.0,87.09
2011-12-02 09:00:00,4.112768,270.0,6.67,88.28
2011-12-02 09:20:00,3.084576,280.0,7.0,81.2
2011-12-02 09:50:00,3.084576,260.0,7.0,87.09
2011-12-02 10:00:00,3.084576,260.0,7.0,84.1
2011-12-02 10:20:00,4.112768,260.0,7.0,81.2
2011-12-02 10:50:00,5.14096,260.0,7.0,81.2
2011-12-02 11:00:00,5.14096,260.0,6.9,79.49
2011-12-02 11:20:00,4.626864,260.0,8.0,75.84
2011-12-02 11:50:00,4.626864,270.0,8.0,75.84
2011-12-02 12:00:00,5.14096,270.0,8.0,74.79
2011-12-02 12:20:00,4.112768,270.0,8.0,75.84
2011-12-02 12:50:00,4.626864,280.0,9.0,66.05
2011-12-02 13:00:00,5.14096,270.0,8.4,68.79
2011-12-02 13:20:00,5.14096,270.0,8.0,70.68
2011-12-02 13:50:00,4.112768,280.0,9.0,66.05
2011-12-02 14:00:00,4.112768,280.0,8.8,65.07
2011-12-02 14:20:00,4.626864,260.0,8.0,65.83
2011-12-02 14:50:00,4.112768,250.0,8.0,70.68
2011-12-02 15:00:00,4.112768,250.0,8.0,68.7
2011-12-02 15:20:00,3.084576,250.0,7.0,75.68
2011-12-02 15:50:00,3.084576,230.0,6.0,81.07
2011-12-02 16:00:00,3.084576,230.0,6.3,77.74
2011-12-02 16:20:00,3.084576,230.0,6.0,75.5
2011-12-02 16:50:00,3.598672,210.0,6.0,81.07
2011-12-02 17:00:00,4.112768,210.0,5.3,80.97
2011-12-02 17:20:00,3.084576,220.0,5.0,80.93
2011-12-02 17:50:00,2.57048,190.0,5.0,80.93
2011-12-02 18:00:00,3.084576,190.0,4.7,81.47
2011-12-02 18:20:00,3.084576,200.0,5.0,80.93
2011-12-02 18:50:00,3.084576,190.0,4.0,86.79
2011-12-02 19:00:00,3.084576,190.0,4.44,85.0
2011-12-02 19:20:00,3.084576,200.0,5.0,86.89
2011-12-02 19:50:00,3.084576,200.0,5.0,86.89
2011-12-02 20:00:00,3.084576,200.0,4.8,86.87
2011-12-02 20:20:00,3.598672,200.0,5.0,80.93
2011-12-02 20:50:00,4.112768,200.0,6.0,81.07
2011-12-02 21:00:00,4.112768,200.0,5.7,85.75
2011-12-02 21:20:00,5.14096,220.0,6.0,81.07
2011-12-02 21:50:00,5.14096,220.0,6.0,81.07
2011-12-02 22:00:00,5.14096,220.0,6.0,82.81
2011-12-02 22:20:00,6.169152,220.0,6.0,86.99
2011-12-02 22:50:00,6.169152,210.0,6.0,86.99
2011-12-02 23:00:00,6.169152,210.0,6.2,83.42
2011-12-02 23:20:00,6.169152,220.0,6.0,86.99
2011-12-02 23:50:00,7.197344,220.0,7.0,75.68
2011-12-03 00:00:00,7.197344,220.0,6.5,80.57
2011-12-03 00:20:00,6.683248,210.0,6.0,86.99
2011-12-03 00:50:00,6.683248,210.0,6.0,86.99
2011-12-03 01:00:00,7.197344,210.0,6.3,82.84
2011-12-03 01:20:00,6.683248,210.0,7.0,81.2
2011-12-03 01:50:00,7.71144,210.0,6.0,81.07
2011-12-03 02:00:00,8.225536,210.0,6.4,79.98
2011-12-03 02:20:00,7.71144,210.0,7.0,75.68
2011-12-03 02:50:00,7.197344,210.0,7.0,75.68
2011-12-03 03:00:00,7.197344,210.0,6.67,78.91
2011-12-03 03:20:00,7.197344,210.0,7.0,75.68
2011-12-03 03:50:00,8.225536,210.0,7.0,75.68
2011-12-03 04:00:00,8.225536,210.0,6.67,77.25
2011-12-03 04:20:00,8.739632,210.0,7.0,75.68
2011-12-03 04:50:00,9.767824,210.0,7.0,75.68
2011-12-03 05:00:00,9.767824,210.0,6.67,80.03
2011-12-03 05:20:00,10.28192,210.0,6.0,86.99
2011-12-03 05:50:00,10.28192,210.0,6.0,86.99
2011-12-03 06:00:00,9.767824,210.0,6.3,87.02
2011-12-03 06:20:00,9.767824,210.0,6.0,93.3
2011-12-03 06:50:00,10.28192,210.0,6.0,93.3
2011-12-03 07:00:00,9.767824,210.0,6.5,88.88
2011-12-03 07:20:00,#VALUE!,,,
2011-12-03 07:50:00,10.28192,210.0,7.0,87.09
2011-12-03 08:00:00,9.767824,210.0,6.67,89.52
2011-12-03 08:20:00,10.796016,210.0,7.0,87.09
2011-12-03 08:50:00,10.28192,210.0,7.0,93.35
2011-12-03 09:00:00,9.767824,210.0,7.3,89.57
2011-12-03 09:20:00,10.28192,210.0,8.0,87.19
2011-12-03 09:50:00,9.767824,220.0,8.0,87.19
2011-12-03 10:00:00,9.767824,220.0,7.78,88.99
2011-12-03 10:20:00,10.28192,220.0,8.0,93.4
2011-12-03 10:50:00,8.739632,230.0,9.0,87.28
2011-12-03 11:00:00,8.739632,230.0,8.5,91.53
2011-12-03 11:20:00,9.767824,230.0,9.0,87.28
2011-12-03 11:50:00,9.767824,230.0,10.0,87.37
2011-12-03 12:00:00,9.767824,230.0,9.6,87.34
2011-12-03 12:20:00,9.253728,230.0,10.0,87.37
2011-12-03 12:50:00,8.225536,230.0,10.0,87.37
2011-12-03 13:00:00,8.225536,230.0,10.0,86.19
2011-12-03 13:20:00,6.683248,230.0,10.0,87.37
2011-12-03 13:50:00,4.112768,240.0,10.0,87.37
2011-12-03 14:00:00,4.112768,240.0,9.9,90.38
2011-12-03 14:20:00,4.626864,260.0,10.0,87.37
2011-12-03 14:50:00,5.14096,250.0,11.0,87.47
2011-12-03 15:00:00,5.14096,250.0,10.56,88.61
2011-12-03 15:20:00,4.626864,260.0,10.0,87.37
2011-12-03 15:50:00,5.655056,280.0,10.0,76.18
2011-12-03 16:00:00,6.169152,280.0,9.8,74.58
2011-12-03 16:20:00,5.14096,260.0,10.0,71.07
2011-12-03 16:50:00,4.112768,270.0,9.0,76.01
2011-12-03 17:00:00,4.112768,270.0,8.89,75.99
2011-12-03 17:20:00,3.598672,260.0,9.0,76.01
2011-12-03 17:50:00,3.084576,250.0,9.0,70.88
2011-12-03 18:00:00,3.084576,250.0,8.5,75.4
2011-12-03 18:20:00,3.598672,240.0,9.0,76.01
2011-12-03 18:50:00,2.57048,220.0,9.0,81.47
2011-12-03 19:00:00,3.084576,220.0,8.8,81.45
2011-12-03 19:20:00,4.626864,240.0,9.0,81.47
2011-12-03 19:50:00,4.626864,230.0,8.0,87.19
2011-12-03 20:00:00,4.112768,230.0,8.2,83.08
2011-12-03 20:20:00,4.626864,230.0,8.0,81.34
2011-12-03 20:50:00,4.626864,220.0,8.0,81.34
2011-12-03 21:00:00,5.14096,220.0,7.6,84.17
2011-12-03 21:20:00,4.626864,230.0,8.0,81.34
2011-12-03 21:50:00,5.14096,230.0,7.0,87.09
2011-12-03 22:00:00,5.14096,230.0,7.4,82.98
2011-12-03 22:20:00,4.626864,230.0,8.0,81.34
2011-12-03 22:50:00,4.112768,230.0,8.0,81.34
2011-12-03 23:00:00,4.112768,230.0,8.4,81.96
2011-12-03 23:20:00,4.112768,220.0,9.0,81.47
2011-12-03 23:50:00,4.626864,240.0,9.0,81.47
2011-12-04 00:00:00,5.14096,240.0,8.6,81.42
2011-12-04 00:20:00,6.169152,240.0,9.0,81.47
2011-12-04 00:50:00,5.655056,240.0,9.0,81.47
2011-12-04 01:00:00,6.169152,240.0,8.7,83.14
2011-12-04 01:20:00,5.14096,240.0,9.0,81.47
2011-12-04 01:50:00,5.655056,250.0,9.0,81.47
2011-12-04 02:00:00,5.14096,250.0,8.7,83.72
2011-12-04 02:20:00,4.626864,240.0,8.0,93.4
2011-12-04 02:50:00,4.626864,240.0,9.0,87.28
2011-12-04 03:00:00,5.14096,240.0,8.7,90.92
2011-12-04 03:20:00,5.655056,250.0,9.0,87.28
2011-12-04 03:50:00,5.14096,260.0,9.0,87.28
2011-12-04 04:00:00,5.14096,260.0,9.3,85.53
2011-12-04 04:20:00,5.655056,260.0,9.0,87.28
2011-12-04 04:50:00,5.655056,250.0,9.0,81.47
2011-12-04 05:00:00,5.14096,250.0,8.89,83.74
2011-12-04 05:20:00,5.14096,250.0,9.0,81.47
2011-12-04 05:50:00,6.169152,260.0,9.0,81.47
2011-12-04 06:00:00,6.169152,260.0,8.8,81.45
2011-12-04 06:20:00,6.169152,250.0,9.0,81.47
2011-12-04 06:50:00,6.169152,250.0,8.0,81.34
2011-12-04 07:00:00,6.169152,250.0,8.4,81.96
2011-12-04 07:20:00,4.626864,230.0,8.0,81.34
2011-12-04 07:50:00,5.14096,240.0,8.0,87.19
2011-12-04 08:00:00,5.14096,240.0,7.7,86.55
2011-12-04 08:20:00,6.169152,240.0,8.0,81.34
2011-12-04 08:50:00,6.683248,240.0,8.0,87.19
2011-12-04 09:00:00,6.169152,240.0,8.1,84.23
2011-12-04 09:20:00,6.169152,240.0,8.0,87.19
2011-12-04 09:50:00,6.169152,240.0,9.0,76.01
2011-12-04 10:00:00,6.169152,240.0,8.7,78.11
2011-12-04 10:20:00,6.169152,250.0,9.0,76.01
2011-12-04 10:50:00,5.655056,250.0,9.0,76.01
2011-12-04 11:00:00,5.14096,250.0,8.89,76.53
2011-12-04 11:20:00,6.169152,250.0,9.0,76.01
2011-12-04 11:50:00,5.655056,240.0,9.0,76.01
2011-12-04 12:00:00,6.169152,240.0,8.89,78.14
2011-12-04 12:20:00,5.655056,240.0,9.0,76.01
2011-12-04 12:50:00,5.655056,240.0,9.0,76.01
2011-12-04 13:00:00,6.169152,240.0,9.1,75.5
2011-12-04 13:20:00,6.169152,230.0,9.0,76.01
2011-12-04 13:50:00,6.169152,240.0,9.0,76.01
2011-12-04 14:00:00,6.169152,240.0,9.1,77.63
2011-12-04 14:20:00,6.169152,240.0,9.0,81.47
2011-12-04 14:50:00,5.14096,240.0,9.0,81.47
2011-12-04 15:00:00,5.14096,240.0,8.6,86.05
2011-12-04 15:20:00,4.112768,250.0,9.0,81.47
2011-12-04 15:50:00,4.112768,230.0,9.0,87.28
2011-12-04 16:00:00,4.112768,230.0,8.7,87.85
2011-12-04 16:20:00,2.57048,250.0,9.0,87.28
2011-12-04 16:50:00,#VALUE!,,,
2011-12-04 17:00:00,3.084576,250.0,8.6,90.91
2011-12-04 17:20:00,3.084576,260.0,8.0,87.19
2011-12-04 17:50:00,2.056384,250.0,8.0,93.4
2011-12-04 18:00:00,2.056384,250.0,8.4,90.27
2011-12-04 18:20:00,2.57048,250.0,8.0,93.4
2011-12-04 18:50:00,3.598672,260.0,8.0,93.4
2011-12-04 19:00:00,3.084576,260.0,8.33,91.51
2011-12-04 19:20:00,4.112768,260.0,8.0,87.19
2011-12-04 19:50:00,3.084576,260.0,8.0,87.19
2011-12-04 20:00:00,3.084576,260.0,7.9,87.18
2011-12-04 20:20:00,4.112768,250.0,8.0,87.19
2011-12-04 20:50:00,3.084576,260.0,8.0,87.19
2011-12-04 21:00:00,3.084576,260.0,7.6,90.84
